id;idPeriodico;periodico;url;fecha;fechaPublicacion;autor;seccion;palabrasClaves;titular;subtitular;imagen;contenido;derecho;otrosDerechos;subDerechos;EP
34;259839;EN;http://www.el-nacional.com/noticias/protestas/comunidades-palevecino-lara-protestan-por-falta-gas_259839;15/11/2018;2018-11-319T08:59:00-0400;El Nacional Web;Protestas;Lara, Protestas, Gobierno;Comunidades de Palevecino en Lara protestan por falta de gas;Los manifestantes están a la altura del sector La Mendera;http://en-cdnmed.agilecontent.com//resources/jpg/7/9/1542287106697.jpg;Habitantes de varias comunidades del municipio Palavecino, estado Lara, protestan este jueves en la avenida Ribereña por falta de distribución de gas. Reportes de Twitter indican que los manifestantes están a la altura del sector La Mendera y que la avenida Libertador de Cabudare permanece trancada. En varias regiones del país se registran protestas diarias por fallas en los servicios básicos de agua, electricidad, transporte, alimentos y gas.;2.8;;2.8.1;SI
35;260351;EN;http://www.el-nacional.com/noticias/protestas/vecinos-avenida-baralt-protestaron-por-falta-agua_260351;19/11/2018;2018-11-323T06:21:00-0400;El Nacional Web;Protestas;Agua, Protestas, Sociedad;Vecinos de la avenida Baralt protestaron por falta de agua;Los ciudadanos exigían que sea restituido el servicio de agua potable;http://en-cdnmed.agilecontent.com//resources/jpg/0/9/1542670065190.jpg;Vecinos de la avenida Baralt, ubicada en el municipio Libertador de Caracas, protestaron este lunes debido a la falta del suministro de agua potable. Como medida de protesta, los ciudadanos obstaculizaron el paso en la vía,  mientras sostenían pancartas exigiendo la restitución del servicio. 'Ciudadanos protestan en la avenida Baralt en el centro de Caracas ante la escasez de agua. Se presentan en el lugar efectivos de la PNB y de la GNB', informó en Twitter la periodista Osmary Hernandez. Al sitio se trasladaron funcionarios de la Policía Nacional Bolivariana (PNB) y de la Guardia Nacional Bolivariana (GNB).;2.8;;2.8.1;SI
36;258954;EN;http://www.el-nacional.com/noticias/politica/dictaron-privativa-libertad-para-presidente-fcu_258954;07/11/2018;2018-11-311T07:25:00-0400;El Nacional Web;Política;NO_TIENE;Dictaron privativa de libertad para presidente de la FCU de la UC;Pablo Aure, secretario general de la Universidad de Carabobo (UC), rechazó la medida;http://en-cdnmed.agilecontent.com//resources/jpg/4/4/1527211794944.jpg;"Pablo Aure, secretario general de la Universidad de Carabobo (UC), informó este miércoles que se dictó privativa de libertad para Ivan Uzcátegui, presidente de la Federación de Centros Universitarios de la UC; y para Ramón Bravo , director de comedores de la casa de estudio. 'Acaba de salir audiencia de presentación de Ivan Uzcátegui, presidente FCU-UC y de Ramon Bravo, director de Comedores UC. El Tribunal de control decretó medida privativa de libertad', escribió en su Twitter. Aure catalogó el hecho como una injusticia y aseguró que es una medida en contra de la universidad. 'Siguen cometiendo injusticia. Atacando la Universidad. La UC no se rendirá'. Noticia en desarrollo";1.2;1.10;1.2.2, 1.10.1;NO
37;254494;EN;http://www.el-nacional.com/noticias/servicios/vecinos-santa-rosalia-protestaron-por-estar-dias-sin-luz_254494;05/10/2018;2018-10-278T01:08:00-0400;El Nacional Web;Servicios;Distrito Capital, Sociedad;Vecinos de Santa Rosalía protestaron por estar 15 días sin luz;Corpoelec no ha informado la razón de la falla eléctrica ;http://en-cdnmed.agilecontent.com//resources/jpg/1/1/1538759198211.jpg;Habitantes del casco central de Santa Rosalía en Caracas, en Distrito Capital, trancaron las calles de la entidad por tener 15 días sin luz. Los vecinos de la comunidad trancaron el acceso de vehículos en la vía principal de la zona y exigen a Corpoelec una respuesta ante la falta del servicio. Hasta ahora, el ente correspondiente no ha reportado la razón de la falla de electricidad en el sector.;2.8;;2.8.1;SI
38;260363;EN;http://www.el-nacional.com/noticias/economia/gobierno-emite-resolucion-para-eliminar-los-contratos-colectivos_260363;20/11/2018;2018-11-324T02:22:00-0400;ANA DÍAZ | anadiaz@el-nacional.com;Economía;Economía;El gobierno emite resolución para eliminar los contratos colectivos;El sindicalista Orlando Chirino afirma que con la medida se 'ratifica la decisión unilateral del Ejecutivo desde el 1° de septiembre de aplanar las tablas salariales';http://en-cdnmed.agilecontent.com//resources/jpg/5/4/1542675676645.jpg;El gobierno de Nicolás Maduro da otro duro golpe a los derechos de los trabajadores, logrados durante años de lucha, con la resolución 2792 del Ministerio del Trabajo, fechada el 11 de octubre. 'La medida establece que los tabuladores tienen como piso un salario mínimo', advirtió Orlando Chirino, dirigente de Corriente Clasista Unitaria, Revolucionaria y Autónoma. El instructivo, al que se tuvo acceso, indica los lineamientos para las convenciones colectivas y está firmado por Eduardo Piñate, titular del despacho. 'El gobierno elimina con esta decisión la esencia de la contratación colectiva de los sectores público y privado', denunció Chirino. Explicó que fijar como piso de los tabuladores el sueldo mínimo decretado  por el presidente 'ratifica la decisión unilateral del gobierno desde el 1º de septiembre de aplanar las tablas salariales'. El primer nivel de los tabuladores de muchas convenciones colectivas supera un salario mínimo y aunque la resolución señala que se respetará la cláusula de los contratos ya firmados, deja en el limbo qué ocurrirá cuando venzan. 'Esto significa que los contratos que están por discutirse o renovarse vuelven al piso de un salario mínimo en contra del principio de la progresividad de los derechos laborales', sostuvo. La resolución elimina también las instancias laborales de negociación y conciliación entre empleadores y representantes de los trabajadores en los contratos, con la imposición de unas mesas técnicas con funcionarios que están plegados totalmente al Ejecutivo, lo cual lleva a decisiones discrecionales y sesgadas. El sindicalista insistió en que la resolución irrespeta flagrantemente los derechos consagrados en la Constitución, la Ley Orgánica del Trabajo y la Organización Internacional del Trabajo. Agregó que la decisión de Maduro de subir el salario mínimo de 30 a 1.800 bolívares soberanos al mes, desde el 1º de septiembre, es el primer paso para imponer el modelo de Cuba, donde todo el mundo gana lo mismo y no existen las convenciones. El alza salarial fue acompañada del aplanamiento de los tabuladores y la supresión y rebaja de primas y bonos, lo que causó la ola nacional de protestas de sindicatos y trabajadores en las últimas semanas. 'Maduro hizo lo que quisiera hacer la economía más liberal del mundo: meter en un solo saco las remuneraciones salariales de todo un país. Con las medidas gubernamentales el trabajador venezolano es el más barato y peor pagado del mundo. En septiembre, con los 1.800 bolívares, ganaba 30 dólares ahora con la inflación es menos de 10 dólares', dijo Froilán Barrios, coordinador del Frente Autónomo de Defensa del Empleo, el Salario y el Sindicato. Barrios destacó que el gobierno desconoce la antigüedad, la capacitación profesional y técnica, los grados de responsabilidad y la meritocracia de los trabajadores, lo cual desmotiva especialmente a los jóvenes: '¿Para qué estudiar, esforzarse o especializarse si todos ganan lo mismo?'.;2.3;;2.3.4;NO
39;259666;EN;http://www.el-nacional.com/noticias/asamblea-nacional/declara-inconstitucional-toma-posesion-maduro-enero_259666;14/11/2018;2018-11-318T01:16:00-0400;Estefani Brito;Asamblea Nacional;Política;La AN declara inconstitucional toma de posesión de Maduro en enero;Los diputados acordaron pedir a la comunidad internacional mantener la presión sobre el gobierno para procurar una solución de la crisis;http://en-cdnmed.agilecontent.com//resources/jpg/9/3/1539012892739.jpg;La Asamblea Nacional aprobó en la plenaria de ayer, con los votos salvados de la Fracción 16 de Julio y La Causa R, un acuerdo mediante el cual declara inconstitucional la 'pretensión del presidente Nicolás Maduro de continuar usurpando' el cargo a partir del 10 de enero de 2019, y llamó a los venezolanos y a la comunidad internacional a defender la Constitución y propiciar el cambio político en el país. El Poder Legislativo también pidió a la comunidad internacional que 'ante la tragedia sin precedentes' que vive Venezuela fortalezca su solidaridad con 'las fuerzas democráticas' y mantenga, de manera efectiva y progresiva, 'la presión legítima sobre el régimen', con el fin de procurar una solución de la crisis y construir una transición democrática ordenada e inmediata. Se comprometió a crear un marco normativo que asegure el cambio político, el retorno de la democracia y la reconciliación nacional, de acuerdo con la Constitución de 1999. Los parlamentarios acordaron concertar, junto con la comunidad internacional, una solución política que posibilite la construcción, 'sin venganza ni persecución, de un gobierno de paz para iniciar la transformación económica y social del país'. Además, que conduzca a la 'atención urgente y eficaz de las necesidades socioeconómicas del pueblo, la liberación de todos los presos políticos, retorno de los exiliados y levantamiento de inhabilitaciones'. En el acuerdo se señala que la solución debe llevar al restablecimiento de las competencias del Parlamento y la renovación de los poderes públicos, la disolución de la asamblea nacional constituyente, y a condiciones electorales democráticas para que se celebren elecciones generales que garanticen el derecho de elegir de los venezolanos, con observación nacional e internacional calificada e independiente. Juan Guaidó, jefe de la Fracción de la Unidad y miembro de Voluntad Popular,  fue el encargado de presentar el proyecto. Resaltó que es menester del Legislativo buscar los mecanismos para concretar la materialización de los puntos expuestos para 'abrir las compuertas de la vida democrática por la cual tanto se ha luchado'. El diputado José Luis Pirela explicó que la Fracción 16 de Julio salvó su voto en el debate porque 'una transición con dictadores no puede tener carácter democrático'. Américo De Grazia, de La Causa R, declaró que detallarán en su momento las observaciones sobre el acuerdo, del que afirmó no tenían conocimiento. 'La unidad se construye con confianza. Es un ejemplo de cooperación y comunicación, no podemos venir arreados sin conocer exactamente de qué y cómo se trata'. Alfonso Marquina, diputado por Primero Justicia, aclaró que este documento histórico no pretende crear una negociación con un gobierno que busca recursos para ganar tiempo. 'Ratificamos la necesidad de una salida política', enfatizó.;CONTEXTO;19;;NO
40;261657;EN;http://www.el-nacional.com/noticias/sociedad/encovi-cantidad-hogares-pobres-venezuela-aumento-2018_261657;30/11/2018;2018-11-334T11:07:00-0400;EL NACIONAL WEB;Sociedad;Sociedad;Encovi: Cantidad de hogares pobres en Venezuela aumentó 48% en 2018;La directora del Instituto de Investigaciones Económicas y Sociales de la Universidad Católica Andrés Bello informó que la escasez de alimentos y de servicios de públicos impide que los niños asistan a las aulas de clase;http://en-cdnmed.agilecontent.com//resources/jpg/3/0/1543592311303.jpg;"Anitza Freitez, directora del Instituto de Investigaciones Económicas y Sociales de la Universidad Católica Andrés Bello, compartió los resultados preliminares de la Encuesta Nacional de Condiciones de Vida (Encovi). Freitez informó este viernes que, de acuerdo con el estudio,  la cantidad de hogares pobres de Venezuela incrementó a 48% durante el año 2018. Además, los resultados preliminares de la encuesta arrojaron que la falta de agua, transporte y comida representan las principales razones por la que los niños no asisten a clases. El estudio señala que la migración educativa de colegio privados a públicos aumentó debido a que los padres de los estudiantes no pueden pagar las mensualidades. 'Más del 76% de la población, comprendida entre los 18 y 24 años, ha migrado a las instituciones y planteles públicos durante el 2018.";2.10;;2.10.1;NO
41;255938;EN;http://www.el-nacional.com/noticias/protestas/trabajadores-sidor-protestan-bolivar-por-pago-contratos-colectivos_255938;16/10/2018;2018-10-289T10:12:00-0400;EL NACIONAL WEB;Protestas;Protestas, Bolívar, Sociedad;Trabajadores de Sidor protestan en Bolívar por pago de contratos colectivos;Empleados de las empresas públicas y privadas han exigido reivindicaciones salariales y respeto de las escalas salariales;http://en-cdnmed.agilecontent.com//resources/jpg/8/8/1539699933988.jpg;"Trabajadores de la Siderúrgica del Orinoco protestan este lunes por el cumplimiento de los contratos colectivos en la ciudad de Puerto Ordaz, estado Bolívar. 'Aquí los trabajadores no nos vamos a quedar tranquilos hasta que no venga el presidente de la República y respete los contratos colectivos', indicó uno de los empleados de la empresa. Diversas empresas del sector privado y público han protestado para exigir mejoras salarios y reinvindicación de las escalas luego de los anuncios económicos del presidente Nicolás Maduro. 'Este país que es tan rico y nosotros estamos pidiéndole al gobierno que nos de una caja de comida, dijo otro empleado acerca de la crisis alimenticia que tienen los habitantes del estado Bolívar.";2.3;;2.3.4;SI
42;27169;EU;http://www.eluniversal.com/economia/27169/ocupados-21-mataderos-para-evitar-trafico-de-carne;01/12/2018;01/12/2018 05:30 am;MAGALY PEREZ;economia;NO_TIENE;Ocupados 21 mataderos para evitar tráfico de carne;Precios acordados serán publicados en Gaceta Oficial el próximo lunes;http://mmedia.eluniversal.com/17865/ocupados-21-mataderos-para-evitar-trafico-de-carne-12000.jpg;Caracas.-El vicepresidente Tarek El Aisami anunció que se han ocupado temporalmente 21 mataderos públicos y privados a través de la Misión de Abastecimiento soberano y las gobernaciones, por un período de 180 días  para evitar el contrabando y la extracción de la carne. 'Estos mataderos han violado la política de precios acordados', según dijo El Aisami. Señaló que esta medida es 'para evitar el bachaquerismo la extorsión y el contrabando'. Reconoció que uno de los temas que se perturbó en las políticas implementadas en agosto fue el sector cárnico. En ese sentido, sostuvo que 'hemos establecido precios sujetos a los internacionales, y no hay excusa por parte de estos señores para haber negado el derecho a la carne de los venezolanos', increpó. Asimismo, se acordó prohibir la comercialización con particulares que no posean registro SICA 'para golpear las mafias de corrupción'. Agregó que con la medida también se garantiza la estabilidad laboral de los trabajadores de los mataderos. Precios Acordados Por otra parte, el Vicepresidente económico informó que el próximo lunes serán publicados los precios acordados de 25 productos  de la cesta básica. Indicó que desde hace varias semanas han tenido reuniones y mesas de trabajo con representantes  del sector productivo para acordar los precios que serán publicados en la gaceta Oficial. Los elementos que inciden en el acuerdo de los precios  son la estructura de costos, el salario, la materia prima y el transporte, explicó el funcionario. El Aissami indicó que el presidente Maduro ha asumido la carga mayor en estos casos ya que se han otorgado divisas y créditos al sector productivo. Agregó que las mesas de trabajo arrojaron resultados positivos y que se estará evaluando periódicamente  la estructura de costos para que los precios acordados sean justos. Por otra parte, el alto funcionario informó que el Banco Central de Venezuela emitirá una resolución  que deroga la vigencia del bolívar fuerte, se refirió específicamente al billete de 100 Bs. F que estará en circulación hasta el miércoles 5 de diciembre. Los ciudadanos podrán cambiar sus billetes en los bancos.;2.10;;2.10.1;NO
43;22487;EU;http://www.eluniversal.com/politica/22487/trabajadores-publicos-reclamaron-por-sus-derechos-laborales;06/10/2018;06/10/2018 05:30 am;YOSELIN GONZÁLEZ;politica;NO_TIENE;Trabajadores públicos reclamaron por sus derechos laborales;Se concentraron en 20 estados del país en las diferentes inspectorías del trabajo, para exigir mejorías en los salarios y que se respeten los contratos colectivos;http://mmedia.eluniversal.com/17809/trabajadores-publicos-reclaman-por-sus-derechos-laborales-7132.jpg;"Docentes, trabajadores del área de salud y de educación, estudiantes, jubilados, pensionados, sociedad civil y sindicatos, se concentraron en la Plaza Caracas, a las afueras del Ministerio del Trabajo para exigir respeto a los derechos laborales, contratos colectivos y mejoras salariales. La concentración fue convocada por el Frente Amplio, con el fin de hacer la entrega de un documento, que es el acuerdo alcanzado en la pasada asamblea de gremios y sindicatos, que exige el reintegro de los derechos laborales, méritos y beneficios logrados tras años de luchas reivindicativas. Este escrito que fue recibido por el Presidente del Sindicato del Ministerio del Trabajo, y estaba dirigido al ministro Eduardo Piñate, quien no atendió a los trabajadores. Por otra parte, Ana Rosario Contreras,  presidenta del Colegio de Enfermeras del Distrito Capital, exigió al ejecutivo  'respetar al artículo 91 de la Constitución' al mencionar que el 'Gobierno debe garantizar un salario mínimo para que podamos tener calidad de vida y no estar en pobreza extrema, como es la cruda realidad de los venezolanos'. La protesta se extendió a 20 estados del país, entre ellos: Aragua, Guárico, Miranda, Táchira, Anzoátegui, Apure, Portuguesa, Zulia entre otros. Los trabajadores reclaman por el cumplimiento de las convenciones colectivas, las cuales se han visto afectadas, negadas o eliminadas tras la decisión gubernamental de imponer un tabulador salarial con base al salario mínimo, desde septiembre, actualmente calculado en 1.800 bolívares soberanos. En Monagas En el estado oriental participaron los empleados y trabajadores de educación superior, como el Pedagógico de Maturín y la Universidad de Oriente, UDO, cuyos docentes se han visto afectados por el tema salarial, se mostraron muy  preocupados por la migración de docentes y estudiantes. En Nueva Esparta La comisión designada no pudo entregar el documento, por la falta de alguna autoridad que lo recibiera, además la inspectoría se negó a cualquier posibilidad de diálogo. La próxima entrega está prevista hacerla ante la delegación regional de la Defensoría del Pueblo, informó la corresponsal de El Universal. Denuncias por Twitter Mediante diferentes tuits y fotografías se evidencian a funcionarios de Poli-Guárico y Poli-Roscio fotografiando a representantes gremiales que se encontraban en la manifestación. Asimismo, en Maracay estado Aragua, un piquete de la Policía Nacional impidió el paso de la marcha; sin embargo se designó una comisión de siete representantes de los sectores para que entregara el documento en la Inspectoría del Trabajo. En Barquisimeto, médicos y enfermeras se preguntan ¿Dónde están los reales para la salud? Antecedentes a la protesta Según estudios del Observatorio Venezolano de Conflictividad Social (OVCS), en agosto pasado se registraron 894 manifestaciones de diversa índole, lo que equivale a un promedio de 30 protestas diarias. Lo que registró un aumento del 20% respecto a agosto 2017 (742 protestas). El sondeo realizado, arroja que  en Caracas, Miranda, Bolívar, Mérida, Táchira y Zulia,  se alcanzó el mayor número de eventos por marchas y cierres de calles. Aseguraron que agosto, coincidió con la entrada en vigor del proceso de reconversión monetaria impulsado por Maduro; por lo que el 88% de las protestas estuvieron relacionadas con el rechazo a las medidas económicas anunciadas por el gobierno; exigencias laborales del sector de la salud, de los estudiantes y transportistas; demandas por derechos sociales y otras originadas por el colapso de servicios básicos como electricidad, agua potable y gas. Más de las 347 protestas,  estuvieron relacionadas con problemas salariales y de contratos colectivos, destacan.";2.3;;2.3.4;SI
44;262149;EN;http://www.el-nacional.com/noticias/sociedad/cecodap-estado-abandono-ninos-adolescentes_262149;05/12/2018;2018-12-339T06:48:00-0400;JOSÉ GREGORIO MEZA;Sociedad;NO_TIENE;Cecodap: El Estado abandonó a niños y adolescentes;El trabajo resalta que 68,4% de los programas de protección en el área metropolitana de Caracas se sustenta con recursos privados;http://en-cdnmed.agilecontent.com//resources/jpg/7/9/1543967311197.jpg;El Estado ha abandonado la responsabilidad en la atención de niños, niñas y adolescentes, lo que se traduce en una desprotección estructural e institucional, concluyó Cecodap a través de un análisis de las realidades y debilidades del sistema de apoyo en el área metropolitana de Caracas. La investigación '¿Niños desprotegidos?', coordinada por Angeyeimar Gil y María Victoria Fermín, dejó en evidencia que ha disminuido la capacidad de atención de los consejos de protección debido a las fallas operativas y no a la disminución de casos de violencia contra niños. El trabajo resalta que 68,4% de los programas se sustenta con recursos privados. Solo en Baruta se han reportado 500 niños en situación de calle. En El Hatillo hay 147 y en Chacao 44. Gil informó que en el proceso de recolección de información no tuvieron acceso a fuentes oficiales en Libertador. En los otros municipios sí cooperaron con entrevistas y datos. Dijo que en el área metropolitana de Caracas ningún ente municipal posee la cantidad de consejeros necesarios para poder garantizar el apoyo adecuado. 'La niñez y la adolescencia en Venezuela se han convertido en una población con mayor vulnerabilidad en comparación con los niños, niñas y adolescentes en otros países, resultado de la situación de emergencia humanitaria compleja que vivimos', resaltó. Explicó que la migración del país es la razón principal que aducen los consejeros para renunciar a sus cargos. La alta rotación incide en la pérdida de personal capacitado. La investigación detalla que los bajos sueldos que se ofrecen en las alcaldías para posiciones de tal responsabilidad social dificultan que nuevos profesionales entren y ayuden a estabilizar el servicio. 'Nos preocupa que se observa un cierre técnico de los consejos. Hay más de 57% de ausencia en los equipos', indicó. 'Los programas de atención son la base del sistema de apoyo previsto por la Lopna. La ausencia de planes que la investigación observó evidencia la falta de capacidad de respuesta', afirmó Fernando Pereira, educador y fundador de Cecodap. Señaló que el Estado está ausente: no dicta políticas acordes con la realidad, no aporta presupuesto, no cuenta con un sistema de información y monitoreo sobre la realidad de los niños y adolescentes. Aseveró que es imposible que se puedan garantizar efectivamente los derechos humanos de esta población vulnerable solo con el trabajo voluntario, la cooperación de la sociedad civil y con el exiguo presupuesto público. 'La crisis en el sistema de protección en términos de recursos humanos y materiales conduce a incumplir los protocolos de atención, víctimas de la vulneración de sus derechos', indicó Carlos Trapani, abogado y coordinador general de Cecodap.;5;2.2;2.2.1;NO
45;253714;EN;http://www.el-nacional.com/noticias/oposicion/guanipa-tras-ser-liberado-nos-golpearon-sin-ninguna-razon_253714;29/09/2018;2018-09-272T01:29:00-0400;El Nacional Web;Oposición;Zulia, Gobierno;Guanipa tras ser liberado: Nos golpearon sin ninguna razón;El dirigente de la tolda amarilla detalló que los funcionarios no estaban uniformados ;http://en-cdnmed.agilecontent.com//resources/jpg/8/7/1538241815978.jpg;"Juan Pablo Guanipa, dirigente de Primero Justicia,  aseguró que los sujetos que lo abordaron se lo llevaron detenido sin ninguna razón. 'Nos golpearon, nos llevaron presos sin ninguna razón. Los funcionarios no portaban uniforme, estaban de civiles y armados hasta los dientes', explicó en rueda de prensa. Agregó que: 'Los funcionarios nos dijeron; 'ustedes creen que van a hacer una actividad política en San Francisco y van a salir ilesos''. Guanipa detalló que se encontraba haciendo un recorrido por el municipio San Francisco cuando fue interceptado por varias camionetas con sujetos que, posteriormente, lo agredieron. 'Venezuela tiene todo para salir hacia adelante. Este tipo de acciones no nos van a amedrentar. A todo el pueblo les digo que tenemos derechos de ejercer mecanismos  de presión', indicó.";1.2;1.3;1.2.1, 1.3.2;NO
46;256265;EN;http://www.el-nacional.com/noticias/protestas/habitantes-barquisimeto-protestan-por-sus-derechos-laborales_256265;18/10/2018;2018-10-291T09:17:00-0400;EL NACIONAL WEB;Protestas;Protestas, Sociedad;Habitantes de Barquisimeto protestan por sus derechos laborales;Funcionarios de la policía impiden que la movilización de los ciudadanos;http://en-cdnmed.agilecontent.com//resources/jpg/1/0/1539868634101.jpg;Habitantes de Barquisimeto, estado Lara, protestan este jueves en reclamo a sus derechos laborales. El periodista Carlos Suárez informó mediante Twitter que la movilización está integrada por sectores gremiales, representantes de ONG y la sociedad civil. Suárez indicó que funcionarios de la policía impiden el paso de los ciudadanos. La concentración inició a las 09:00 am en la avenida Vargas con carrera 24 de la ciudad. Las personas, quienes habían establecido como punto de destino La Plaza Bolívar de la entidad, indicaron que debido a la presencia policial caminarán por la acera de la avenida Vargas hasta llegar a la carrera 18 y de ahí, hasta el punto indicado.;2.3;;2.3.4;SI
47;252976;EN;http://www.el-nacional.com/noticias/protestas/medicos-enfermeras-del-huc-protestan-por-tener-cinco-dias-sin-agua_252976;24/09/2018;2018-09-267T09:34:00-0400;El Nacional Web;Protestas;Salud, Caracas, Protestas, Sociedad;Médicos y enfermeras del HUC protestan por tener cinco días sin agua;Mauro Zambrano, dirigente sindical de Fetrasalud, señaló que las intervenciones quirúrgicas y el servicio de diálisis fueron suspendidos en el hospital;http://en-cdnmed.agilecontent.com//resources/jpg/6/5/1537796119856.jpg;Médicos y enfermeras del Hospital Universitario de Caracas (HUC) protestan la mañana de este lunes luego de tener cinco días sin suministro de agua en el centro de salud. Mauro Zambrano, dirigente sindical de Fetrasalud, denunció que la situación provocó la suspensión de las intervenciones quirúrgicas y el servicio de diálisis. 'Protesta. En el Hospital Universitario de Caracas tienen más de cinco días sin agua. Las intervenciones quirúrgicas y el servicio de diálisis están suspendidos', explicó. Zambrano también hizo una denuncia sobre la porción del desayuno que recibieron los pacientes que se encuentran en el HUC. En la imagen difundida por el dirigente se puede observar lo que parece ser una panqueca de pequeñas proporciones sobre una bandeja de metal.;2.1;;2.1.1;SI
48;260297;EN;http://www.el-nacional.com/noticias/protestas/profesores-personal-ula-exigieron-seguridad-institucion_260297;19/11/2018;2018-11-323T12:47:00-0400;El Nacional Web;Protestas;Mérida, Protestas, Sociedad;Profesores y personal de la ULA exigieron seguridad en la institución;Un grupo de personas rechazó el robo y la agresión de las que fue víctima un vigilante de la universidad;http://en-cdnmed.agilecontent.com//resources/jpg/5/2/1542644468525.jpg;Un grupo de profesores y del personal de la Facultad de Humanidades y Educación de la Universidad de los Andes (ULA), ubicada en el estado Mérida, exigió protección ante los hechos de violencia registrados en su dependencia. El corresponsal de El Nacional en la entidad, Leonardo León, dijo que las personas aseguran que requieren protección para poder trabajar. Agregó que el grupo se dirigió al consejo universitario para rechazar el robo y la agresión de las que fue víctima un vigilante de la institución. 'Personal en general de la Facultad de Humanidades de la ULA rechaza los hechos vandálicos en su dependencia y exigen protección real para poder cumplir sus funciones y evitar más desmantelamiento', explicó el periodista vía Twitter.;2.2;;2.2.1;SI
49;253560;EN;http://www.el-nacional.com/noticias/protestas/personal-del-metro-caracas-interrumpio-protestade-comite-usuarios_253560;28/09/2018;2018-09-271T11:20:00-0400;El Nacional Web;Protestas;NO_TIENE;Personal del Metro de Caracas interrumpió protesta de comité de usuarios;Carlos Julio Rojas, coordinador del Frente en Defensa del Norte de la capital, ofrecía declaraciones cuando fue abordado por un trabajador del sistema subterráneo;http://en-cdnmed.agilecontent.com//resources/jpg/1/3/1538147389431.jpg;Personal del Metro de Caracas interrumpió una protesta que realizaban miembros del comité en defensa del transporte público afuera del despacho del presidente del sistema subterráneo. El Coordinador del Frente en Defensa del Norte de Caracas, Carlos Julio Rojas aseguró que como usuario tiene derecho a expresarse ante la calidad del servicio de transporte. '60% de los empleados del Metro renunciaron porque ganaban un salario miserable, esto demuestra que hay un cierre técnico del sistema subterráneo', detalló luego de ser abordado por un trabajador del Metro. Los manifestantes entregararon un documento en el que se describen las fallas que presenta el sistema.;2.3;;2.3.1;SI
50;261924;EN;http://www.el-nacional.com/noticias/protestas/vecinos-zulia-protestan-por-bote-aguas-negras-sector-juan-avila_261924;03/12/2018;2018-12-337T10:26:00-0400;El Nacional Web;Protestas;Protestas, Zulia, Denuncia;Vecinos en Zulia protestan por bote de aguas negras en el sector Juan Ávila;Los habitantes del sector Juana Ávila tienen más de dos años con el problema del servicio de agua;http://en-cdnmed.agilecontent.com//resources/jpg/8/4/1543846894048.jpg;"Vecinos de la comunidad Juana Ávila, en el estado Zulia, protestan este lunes por el bote de aguas negras en la zona que no permite el paso por las calles. Los ciudadanos afirmaron que el problema del servicio de agua en el sector tienen más de dos años en el que no han tenido una respuesta por parte de Hidrozulia. '¿Hasta cuando nos toca vivir así? Se botan las aguas negras y las aguas blancas vienen con barro, uno se baña y termina más sucio', dijo uno de los vecinos de la comunidad.";2.8;;2.8.1;SI
51;21064;EU;http://www.eluniversal.com/economia/21064/ministerio-de-salud-16-toneladas-de-medicamentos-llegan-al-pais-para-mas-de-400-mil-pacientes;19/09/2018;19/09/2018 09:42 am;AVN;economia;NO_TIENE;Ministerio de Salud: 16 toneladas de medicamentos llegan al país para más de 400 mil pacientes;El cargamento de medicamentos será distribuido por un lapso de tres meses, sobre todo en 18 hospitales ubicados en Sucre, Lara, Zulia, Delta Amacuro, Amazonas, Bolívar, Monagas, entre otros;http://mmedia.eluniversal.com/17793/ministro-5626.jpg;"Caracas.- Un total de 16 toneladas de medicamentos serán distribuidas en el territorio nacional para más de 400 mil pacientes por un lapso de tres meses, informó el Ministerio para la Salud. Este lote de medicinas llegó esta semana al país, en el marco de la cooperación entre el Gobierno nacional con la Organización Panamericana de la Salud (OPS) y la Organización Mundial de la Salud (OMS), reseñó AVN. En nota de prensa se precisa que 40 kits serán enviados a 18 hospitales que han sido priorizados y que están ubicados en los estados Sucre, Lara, Zulia, Delta Amacuro, Amazonas, Bolívar, Monagas, entre otros. En esta ocasión, se incrementa el número de instalaciones asistenciales que reciben esta dotación, tomando en cuenta que en la entrega anterior fueron 11 instituciones de salud a las que se les hizo entrega, según información del Gobierno. El ministerio subrayó que en el transcurso de tres meses, el inventario se va a reponer para 'garantizar la protección' de la población venezolana. Asimismo, destacó que pese al supuesto 'bloqueo económico' al que ha sido 'sometido' Venezuela por parte del gobierno de Estados Unidos y sus aliados internacionales, el Ejecutivo realiza 'esfuerzos' para la adquisición de medicamentos y material médico";2.1;;2.1.2;NO
