id;idPeriodico;periodico;url;fecha;fechaPublicacion;autor;seccion;palabrasClaves;titular;subtitular;imagen;contenido;derecho;otrosDerechos;subDerechos;EP
32;268064;EN;http://www.el-nacional.com/noticias/protestas/protestas-dejaron-mas-detenidos-vargas_268064;25/01/2019;2019-01-25T09:07:00-0400;EL NACIONAL;Protestas;Política, Protestas;Protestas dejaron más de 20 detenidos en Vargas;Ciudadanos aseguraron que los efectivos de seguridad irrumpieron contra personas inocentes;http://en-cdnmed.agilecontent.com//resources/jpg/3/8/1548421499683.jpg;Jorge Luis García Carneiro, gobernador del estado Vargas, informó que se registraron más de 20 detenciones tras la serie de protestas antigubernamentales  presentadas en la entidad este miércoles, reseñó La Verdad de Vargas. Por otra parte, Gustavo Romero Matamoros, comandante de la Zona Operativa de Defensa Integral (ZODI), indicó que ya tienen ubicados los focos de violencia y aseguró que la mayoría de los involucrados en los hechos son menores de edad. Vecinos denunciaron que las fuerzas de seguridad irrumpieron contra personas inocentes. Con información de La Verdad de Vargas.;1.2;12;1.2.1.3;SI
35;268178;EN;http://www.el-nacional.com/noticias/mundo/ocho-dias-nicolas-maduro-para-que-convoque-elecciones_268178;25/01/2019;2019-01-25T10:27:00-0400;El Nacional;Mundo;Nicolás Maduro, Juan Guaidó, Unión Europea;UE da ocho días a Nicolás Maduro para que convoque elecciones;Entre los paises que apoyan la medida están España, Alemania, Francia, Dinamarca y Reino Unido;http://en-cdnmed.agilecontent.com//resources/jpg/5/9/1523540943195.jpg;Los países que conforman la Unión Europea (UE) indicaron este viernes que si Nicolás Maduro no convoca a elecciones, libres, justas y con todas las garantías en 8 días, apoyarán a Juan Guaidó como presidente interino. Los embajadores europeos  discutieron, en Bruselas, la principal sede administrativa de la UE,  tres posibles posturas diferentes para tratar con la problemática en Venezuela. De acuerdo con lo reseñado por el periódico El Mundo, entre los países que apoyan la petición de las elecciones están España, Alemania, Francia, Dinamarca y Reino Unido. Otro país que ha tomado medidas sobre la política en Venezuela es Estados Unidos. El cual para apoyar al presidente interino de la nación en su trabajo para restaurar la democracia en el país, actuó de manera conjunta con el Reino Unido para rechazar la petición de Nicolás Maduro de retirar 1,2 mil millones de dólares de un banco en Inglaterra. Con información de El Mundo.;CONTEXTO;;;NO
37;31479;EU;http://www.eluniversal.com/politica/31479/foro-penal-denuncio-privacion-de-libertad-de-11-adolescentes-en-yaracuy;26/01/2019;26/01/2019 10:08 am;Diario El Universal;politica;NO_TIENE;Foro Penal denunció privación de libertad de 11 adolescentes en Yaracuy;La ONG que defiende los derechos humanos en Venezuela, informó además la detención de la madre del coordinador de Foro Penal, Gabriel Gallo, en ese estado;http://mmedia.eluniversal.com/17922/foro-penal-16252.jpg;"Caracas.- La Organización No Gubernamental (ONG) Foro Penal, denunció este sábado la privación de libertad de 11 adolescentes que manifestaron en contra del presidente Nicolás Maduro en el estado Yaracuy el pasado 23 de enero, así como la detención de la ciudadana Laura Gallo, madre del coordinador de esta organización, Gabriel Gallo, también en dicha entidad. Según una nota de prensa, los 11 menores, de 34 que estaban detenidos, fueron privados de libertad por la juez Ediluz Guedez (Control 1 del Adolescente) y se le pidieron las medidas para que fueran puestos en libertad, porque \"no hay elementos para que estén detenidos\". \"Ella, en un acto cruel y violatorio de todas las normas constitucionales y legales, decidió dejarlos presos (...) No tienen ni una sola prueba. Pero ayer tampoco la tenían y dejaron a 11 niños entre 12 y 16 años. A pesar de la solicitud de libertad que hiciera el Ministerio Público, la juez dictó privativa apartándose de la solicitud fiscal. (...) La orden que le dieron es imputar por terrorismo, obstrucción, agavillamiento y asociación\", señala la misiva. Dichas detenciones ya fueron informadas al secretario general de la Organización de Estados Americanos (OEA), Luis Almagro, así como a la Comisión Interamericana de Derechos Humanos (CIDH), a los fines de que se pueda lograr la libertad de estos jóvenes. Cabe destacar que a la audiencia programada para hoy, asistirá la vicecónsul de Italia en Venezuela. La señora Laura Gallo tendrá su audiencia este sábado.  \"En este caso fue designada la fiscal Normelys Pérez y el juez tercero Eloy Granados\", informó Foro Penal. A continuación, la lista de los detenidos en el estado Yaracuy: Menores de edad José Ignacio Rodríguez 30.273.103 Cristian Martínez 29.961.910 Armando Sierra 28.498.043 Luigi Villegas 30.848.157 Raul Rengifo 29.639.192 Crisdelky Veroes 28.411.153 Mayores de edad Laura Gallo 7.500.495 Carlos Mendoza 30.772.508 Juan Fernández 7.576.074 Luis Ramos 20.961.390 Alejandro Sosa Grecia Vetri 19.454.664 Ángel Viaco 15.283.824 Daniel Castillo Marco Castillo Erwin Sira 20.890.039 Santos Gutierrez 19.454.367 Adrian Rivero 15.107.538 José Colmenares 19.454.531 Edgar Báez 18.056.282 Luis Orozco 27.429.705 Silvio Camacho 16.110.572 Héctor Sánchez 27.966.112 Juan Olivero 16.950.675 Reinaldo Pineda 27.967.858 Victor Melean 13.986.701 Zaida Barrios 14.607.654 Wilmer Ramírez 16.482.813 Franklin Rodríguez 15.283.448 Fleyeimar Rodriguez 28.253.135";1.2;5;1.2.1.3;NO
38;268758;EN;http://www.el-nacional.com/noticias/protestas/ciudadanos-protestan-zulia-para-rechazar-maduro_268758;30/01/2019;2019-01-30T01:41:00-0400;EL NACIONAL;Protestas;NO_TIENE;Ciudadanos protestaron en Zulia para rechazar a Maduro;Los ciudadanos se reunieron en la avenida Bella Vista de Maracaibo;http://en-cdnmed.agilecontent.com//resources/jpg/6/0/1548870088706.jpg;"Habitantes de la ciudad de Maracaibo, en el estado Zulia, se unieron este miércoles a la protesta convocada por Juan Guaidó por el presidente interino de Venezuela. En la avenida Bella Vista con Universidad los ciudadanos se reunieron con pancartas y consignas para pedir que se permita la ayuda humanitaria y el apago de las Fuerzas Armadas a la Constitución. La diputada Dessire Barboza se presentó en el lugar para dar a inicio al paro de dos horas en rechazo a Nicolás Maduro. En la avenida 9B de Maracaibo pidieron paz y la libertad del país, \"Nosotros elegimos a Juan Guaidó como presidente interino\", expresó una vecina de la zona.";12;;;SI
39;268755;EN;http://www.el-nacional.com/noticias/politica/guaido-acompana-los-estudiantes-ucv-protesta_268755;30/01/2019;2019-01-30T01:29:00-0400;El Nacional;Política;NO_TIENE;Guaidó acompañó a los estudiantes de la UCV en la protesta;El presidente interino aseguró que se encuentran en la calles y volverán el sábado;http://en-cdnmed.agilecontent.com//resources/jpg/5/6/1548870449065.jpg;"Juan Guaidó, presidente interino de Venezuela, se encuentra en la Universidad Central de Venezuela (UCV, durante la realización de la protesta ciudadana en contra de Nicolás Maduro. \"Pensaron que hoy el pueblo de Venezuela se iba a asustar, que generarían miedo, pero hoy estamos en la calle y volveremos el sábado\", dijo Guaidó. El presidente interino señaló que los estudiantes son necesarios para hacer de Venezuela \"una nación grande\". \"Estamos en más de cinco mil puntos en las calles, por las ganas de vivir en un país mejor. Nosotros no nos vamos a ir del país. Lo que queremos precisamente es que la gente regrese\", aseguró Guaidó. Los estudiantes de medicina que participan en la protesta, que se realiza frente al Hospital Universitario de Caracas (HUC), entregaron una bata blanca a Guaidó como símbolo de su compromiso.";12;;;SI
40;263154;EN;http://www.el-nacional.com/noticias/sociedad/virtuoso-ciudadania-debe-activar-protesta-reclamar-sus-derechos_263154;12/12/2018;2018-12-346T03:37:00-0400;EL NACIONAL WEB;Sociedad;Sociedad;Virtuoso: La ciudadanía debe activar la protesta y reclamar sus derechos;El rector de la Universidad Católica Andrés Bello dijo que los partidos políticos deben ponerse al servicio de lo que es el proyecto país y no lo que es el proyecto partido;http://en-cdnmed.agilecontent.com//resources/jpg/3/6/1544640948463.jpg;"Francisco José Virtuoso, rector de la Universidad Católica Andrés Bello, indicó este miércoles que la ciudadanía debe activar las acciones de protestas y reclamar sus derechos. Calificó de tragedia nacional la situación que atraviesa Venezuela. \"Es la ciudadanía la que tiene que hacerse presente, con la protesta, con la expresión de voz; exigiendo sus derechos de muchas formas, pero la ciudadanía tiene que hacer un acto de protesta, un acto de desobediencia civil frente a tanto atropello\", dijo. Sostuvo que no solo se trata de exigir el cambio, sino lograr el apoyo de otros actores \"La comunidad internacional ciertamente puede apoyar de muchas maneras contribuyendo con la presión democrática y restableciendo el orden constitucional. La Fuerzas Armada deponerse de parte de lo que es su responsabilidad constitucional y los partidos políticos al servicio de lo que es el proyecto país y no lo que es el proyecto partido\", concluyó.";CONTEXTO;;;NO
41;263955;EN;http://www.el-nacional.com/noticias/politica/uruguay-trabajaremos-para-restaurar-democracia-venezuela_263955;19/12/2018;2018-12-353T09:58:00-0400;EL NACIONAL WEB;Política;Política, Diáspora;Uruguay: Trabajaremos para restaurar democracia en Venezuela;Vázquez subrayó que en su mandato se ha pronunciado en 29 ocasiones sobre la situación de crisis que vive ese país;http://en-cdnmed.agilecontent.com//resources/jpg/4/7/1545264363274.jpg;"Tabaré Vásquez, presidente de Uruguay, pidió tender una mano a los migrantes venezolanos y exigió la liberación de presos políticos en Venezuela. Aseguró que su país está dispuesto a colaborar para lograr un cambio político en el país. \"Uruguay seguirá condenando la violación de DD HH en Venezuela, exigiendo la liberación de los presos políticos y tendiendo una mano a los migrantes. Y estamos dispuestos a trabajar y mediar para restaurar la democracia y acabar con la violencia\", dijo. Afirmó que se ha pronunciado en 29 ocasiones sobre la crisis que atraviesa el país. \"En el seno del Mercosur, decidimos los cuatro países el 5 de agosto la suspensión de Venezuela del bloque regional y esta es la sanción más grave prevista en el protocolo de Ushuaia\", agregó. Tabaré anunció que la nación está dispuesta a trabajar para mediar y restaurar la democracia en Venezuela. En su pronunciamiento también pidió acabar con la violencia que afecta a los ciudadanos venezolanos.";CONTEXTO;;;NO
42;28920;EU;http://www.eluniversal.com/politica/28920/el-museos-de-los-derechos-humanos-en-venezuela;22/12/2018;22/12/2018 03:00 pm;AP;politica;NO_TIENE;"\"Museo de los Derechos Humanos\" funciona en Caracas";"En el lugar hay dibujos y artesanías del dirigente preso en su casa, Leopoldo López, y otros cautivos; así como fotografías, cascos, escudos de manifestantes que murieron en las protestas de 2017";http://mmedia.eluniversal.com/17887/museo-de-los-derechos-humanos-13828.jpg;"Caracas.-En la planta baja de un pequeño y antiguo edificio de Caracas, que en el pasado funcionó como sede de la ONG Todos por la Libertad, se ubica el Museo de los Derechos Humanos, primero en su tipo en Venezuela. Inspirado en el Museo de la Memoria de Chile, el sitio que abrió sus puertas a principios de mes busca recordar a centenares de denominados presos políticos y fallecidos en las protestas antigubernamentales de los últimos años. El modesto museo, aun sin aviso en su fachada, guarda en su interior algunas imágenes del pasado reciente de un país sumido en la mayor crisis económica y social de la región que aún sigue golpeado por las heridas que dejaron las protestas antigubernamentales de 2014 y 2017. En el lugar hay dibujos y artesanías del dirigente preso en su casa, Leopoldo López, y otros cautivos; así como fotografías, cascos, escudos de manifestantes que murieron en las protestas de 2017 y hasta una celda simulada. La activista Lilian Tintori, esposa de López y directora de Todos por la Libertad, fue quien abrió este museo en el municipio Chacao, al este de la capital. \"Esto es un acto de resistencia\", afirmó a The Associated Press Sthefanie Balcázar, encargada de comunicaciones de Todos por la Libertad, al defender la creación del museo. Agregó que con esta iniciativa se busca preservar parte de la historia reciente de Venezuela. \"No podemos cometer esos errores que han cometido gobiernos anteriores\", indicó el diputado opositor Gilber Caro, expreso político que sostuvo que el museo es una manera de garantizar que los venezolanos no olviden \"las violaciones de derechos humanos\" ocurridas en los últimos años. Caro, quien salió en libertad este año gracias a un proceso que impulsó el presidente de la República, Nicolás Maduro, para liberar varias decenas de presos como él, donó al museo cuatro dibujos a lápiz, entre ellos, uno del líder surafricano fallecido Nelson Mandela, que realizó en los 18 meses que permaneció detenido a la espera de juicio tras ser señalado por las autoridades de promover un supuesto complot contra el Gobierno. Dentro de la muestra también están dos dibujos a lápiz de dos de los tres hijos de Tintori y López, y un rosario de alambre de cobre que realizó el político durante los tres años que estuvo en la cárcel militar de Ramo Verde. En una sorpresiva decisión del Tribunal Supremo de Justicia (TSJ), el dirigente del partido Voluntad Popular fue enviado el año pasado a su casa, ubicado en un exclusivo barrio del este de la capital, para completar la condena de casi 14 años que le dictaron por promover unas protestas en 2014. Balcázar relató que Lopez tejió el rosario con unos alambres que arrancó de una pared de Ramo Verde en un momento de angustia cuando en agosto de 2017 fue devuelto brevemente a la cárcel militar tras pasar unos días en su casa. Entre los dibujos del líder opositor también destaca la imagen de un gavilán que se acercó en varias oportunidades a la ventana de la celda del político y se convirtió en su único compañero en los días que estuvo aislado en una celda de Ramo Verde, según relató Balcázar. Las autoridades no han ofrecido comentarios sobre el museo. La creación del primer museo de derechos humanos en Venezuela fue desestimada por el activista Carlos Nieto, coordinador general de la ONG local Una Ventana a la Libertad, que se dedica a defender los derechos de los reclusos. Nieto indicó que ante la profunda crisis y los \"numerosos\" casos de violaciones a los derechos humanos \"hay cosas más importantes que hacer que abrir un museo\". Durante las protestas de 2014 y 2017 fallecieron unas 200 personas. En el país se estima que hay unos 300 presos políticos de acuerdo con cálculos de opositores y organizaciones de derechos humanos.";5;12;;NO
44;266308;EN;http://www.el-nacional.com/noticias/gobierno/comisario-del-sebin-seria-supuesto-responsable-detencion-guaido_266308;13/01/2019;2019-01-13T05:56:00-0400;El Nacional Web;Gobierno;Juan Guaidó, Asamblea Nacional, Sebin;Comisario del Sebin sería el supuesto responsable de la detención de Guaidó;"El funcionario está siendo presuntamente investigado por el Ministerio Público \"por nexos conspirativos\\";http://en-cdnmed.agilecontent.com//resources/jpg/3/9/1547417948393.jpg;"Un comisario del Servicio Bolivariano de Inteligencia  (Sebin), identificado como Hildemaro José Mucura, sería el supuesto responsable en la detención del presidente de la Asamblea Nacional y encargado de la Presidencia de la República, Juan Guaidó. Mediante un comunicado presentado en VTV, se informó que el comisario se encuentra investigado por el Ministerio Público supuestos \"por nexos conspirativos\". En el texto se detalla que los funcionarios involucrados están siendo sometidos \"a las más rigurosas investigaciones, fueron suspendidos de sus cargos de manera inmediata y serán objetos de sanciones disciplinarias y legales\". Este domingo, Guaidó fue detenido por un grupo de efectivos del Sebin en la autopista Caracas-La Guaira cuando se dirigía al cabildo abierto en el estado Vargas.";1.2;1.10;1.2.1, 1.10.1;NO
45;264059;EN;http://www.el-nacional.com/noticias/politica/gobierno-libero-presos-politicos-dos-bajo-regimen-presentacion_264059;21/12/2018;2018-12-355T01:15:00-0400;Estefani Brito | esbrito@el-nacional.com;Política;NO_TIENE;El gobierno liberó a 11 presos políticos: dos bajo régimen de presentación;Ocho de los excarcelados estaban vinculados al caso Óscar Pérez y se les concedió libertad plena, informó el Foro Penal Venezolano;http://en-cdnmed.agilecontent.com//resources/jpg/1/3/1545352296131.jpg;"En los últimos días han sido excarcelados 11 presos políticos, informó Alfredo Romero, director ejecutivo del Foro Penal Venezolano. Entre estas liberaciones se encuentran la de Yoaldy Deyon, Juan Carlos Urdaneta, Laura Ruiz, Carola Hernández, así como la de Robert Escalona, Johander Ceiba, Anderson Pérez, primeros tenientes, y del teniente Carlos Arias, vinculados al caso del inspector del Cuerpo de Investigaciones Científicas, Penales y Criminalísticas, Óscar Pérez. Romero indicó que a los ocho vinculados por el caso Óscar Pérez, ajusticiado en El Junquito el 15 de enero por funcionarios de seguridad del Estado, se les otorgó \"libertad plena, sin restricciones y ni ningún tipo de prohibición\", luego de que la defensa logró desestimar los delitos \"traición a la patria\" y \"rebelión militar\". Por este incidente todavía quedan siete personas en proceso. El médico William Aguado, propietario de la casa en la que se encontraba Pérez; los primeros tenientes Eduardo Amaya y Antonio Pérez Cisneros pasaron a juicio por sustracción de objetos pertenecientes a la FANB y en calidad de encubridor. De las otras tres excarcelaciones, Romero no ofreció mayores detalles por prohibición del tribunal. No obstante, aclaró que las mismas son bajo régimen de presentación. Recordó el caso de los tenientes Peter Moreno y Luis Lugo –vinculados al denominado Golpe Azul–, que fueron liberados y posteriormente encarcelados otra vez por \"imprudencia de algún abogado\". Señaló que como en la gran mayoría de los casos, los ex detenidos sufrieron torturas, tratos crueles e inhumanos, de los cuales la ONG dejó constancia en las actas internas de los tribunales y fiscalías, y ha denunciado ante instancias internacionales. \"Hacemos referencia no solo a los actos de tortura, a los autores materiales, sino al encubrimiento o complicidad que pueda existir por parte de funcionarios judiciales o fiscales que no realizan las investigaciones pertinentes, como lo establece la Ley contra la tortura y otros tratos crueles e inhumanos y la Convención contra la Tortura\", explicó. Familiares de los militares vinculados al caso desmintieron ayer que hayan recibido asistencia jurídica del Foro Penal, en los 11 meses que estuvieron detenidos sus parientes en la cárcel de Ramo Verde. \"En ningún momento hemos recibido asistencia jurídica del Foro Penal; ellos no son abogados de nosotros. Se están adjudicando esa victoria cuando es de los juristas Lilia Camejo, Doria Benhaim y Yonathan Mustiola, de Justicia Venezolana, y de Alonso Medina Roa\", dijo Ana Varela de Torres, madre del primer teniente Simón Torres, quien paso a ejecución de la pena por admisión de hechos. Rumores Alfredo Romero aseguró que no se han registrado liberaciones de privados de libertad de El Helicoide. Sostuvo que \"sectores del gobierno manipulan la información para hacer creer que liberan a presos políticos, cuando son detenidos por crímenes comunes\". Resaltó que desde 2014 más de 13.000 personas han sido encarceladas de manera arbitraria y que más de 7.000 de los excarcelados mantienen medidas restrictivas, como prohibición de salida del país, y de hablar ante medios de comunicación. Manuel Vírgüez, director del Movimiento Vinotinto, afirmó que el gobierno mantiene el \"efecto puerta giratoria\", debido a que libera a unos detenidos y encarcela a otros ciudadanos por circunstancias políticas, como es el caso de los sindicalistas Luis Chaparro y Rubén González. Mencionó que este año la persecución ha sido igual de selectiva y sistemática que en 2017. Indicó que la mayoría de los casos tiene retrasos procesales, algunos están en fase de juicio y \"muy pocos\" en preliminar. \"Terminan el año con una gran incertidumbre\", dijo. Agregó que algunos detenidos manifiestan altos niveles de ansiedad y depresión, debido a que están en situación de aislamiento \"y de otros ni siquiera se tiene información, como es el caso de los presos de La Tumba\".";1.10;1.2, 5;1.10.1, 1.2.2;NO
46;269520;EN;http://www.el-nacional.com/noticias/protestas/pacientes-renales-trancan-avenida-nueva-granada_269520;05/02/2019;2019-02-36T08:55:00-0400;El Nacional;Protestas;Agua, Salud, Protestas, Caracas;Pacientes renales trancan la avenida Nueva Granada;Los manifestantes denuncian la escasez de agua en la Unidad de Diálisis Juan Pablo II;http://en-cdnmed.agilecontent.com//resources/jpg/8/2/1549370944828.jpg;Pacientes renales de la Unidad de Diálisis Juan Pablo II protestan la mañana de este lunes para exigir el restablecimiento del servicio de agua y para realizarse los tratamiento de diálisis. Los manifestantes, algunos con tapabocas y mascarillas, trancaron la avenida Nueva Granada y no permiten el acceso vehicular. En diversas zonas de la Gran Caracas y el interior del país se ha registrado escasez de agua, lo que dificulta que los centros hospitalarios puedan trabajar en todos sus departamentos.;2.1;;2.1.1;SI
47;268748;EN;http://www.el-nacional.com/noticias/sociedad/trancan-avenida-francisco-miranda-los-cortijos-por-libertad_268748;30/01/2019;2019-01-30T01:06:00-0400;EL NACIONAL;Sociedad;NO_TIENE;"Trancan la avenida Francisco de Miranda en Los Cortijos \"por la libertad\\";"Los ciudadano piden el \"cese de la usurpación\\";http://en-cdnmed.agilecontent.com//resources/jpg/7/5/1548867869457.jpg;"Ciudadanos se concentraron, este miércoles, en la avenida Francisco de Miranda a la altura de Los Cortijos, en rechazo a Nicolás Maduro. Las personas acataron el llamado de Juan Guaidó, presidente interino de Venezuela, quien convocó un trancazo en todo el país para este 30 de enero a partir de las 12:00 pm. \"Por la libertad dale un parao\", se lee en una gran pancarta para exigir el \"cese de la usurpación\". El paso de vehículos por la avenida en ambos sentidos se encuentra cerrado por la manifestación. Información en desarrollo...";12;;;SI
48;268751;EN;http://www.el-nacional.com/noticias/sociedad/estudiantes-universitarios-protestan-distribuidor-metropolitano_268751;30/01/2019;2019-01-30T01:17:00-0400;EL NACIONAL WEB;Sociedad;NO_TIENE;Estudiantes universitarios protestaron en el distribuidor Metropolitano;Los jóvenes cerraron parcialmene la autopista Gran Mariscal de Ayacucho ;http://en-cdnmed.agilecontent.com//resources/jpg/6/3/1548869189136.jpg;Estudiantes de la Universidad Santa María y la Universidad Metropolitana cerraron parcialmente la autopista Gran Mariscal de Ayacucho para exigir la apertura del canal humanitario este miércoles. Los jóvenes se sumaron a la convocatoria que realizó Juan Guaidó, presidente interino de Venezuela, para protestar pacificamente en rechazo a Nicolás Maduro, pedir a las Fuerzas Armada su apego a la Constitución y la apertura del canal humanitario. En varias partes de Caracas y del interior del país, las personas se sumaron a la convocatoria y cerraron calles y avenidas como forma de protesta.;12;;;SI
49;29652;EU;http://www.eluniversal.com/venezuela/29652/denuncian-incendio-originado-por-invasores-en-agropecuaria-el-boralito-de-barinas;03/01/2019;03/01/2019 04:35 pm;WALTER OBREGON;venezuela;NO_TIENE;Denuncian incendio originado por invasores en Agropecuaria El Boralito de Barinas;La denuncia hecha por la Asociación de Productores Rurales de Barinas (AsoBarinas) no precisó si alguno de los obreros de la agropecuaria había sido lesionado;http://mmedia.eluniversal.com/17899/denuncian-incendio-originado-por-invasores-en-agropecuaria-el-boralito-de-barinas-14588.jpg;Barinas.-Un aproximado de 80 reses están en riesgo luego de que un grupo de personas encendiera una zona de la Agropecuaria El Boralito, ubicada en el sector El Toreño de Barinas, para impedir las labores de limpieza que realizaban los trabajadores de la finca. La denuncia hecha por la Asociación de Productores Rurales de Barinas (AsoBarinas) no precisó si alguno de los obreros de la agropecuaria había sido lesionado. Tampoco se conocía al momento sobre la integridad del encargado. Precisaron que la arremetida por este grupo que ocupa ilegalmente la Agropecuaria El Boralito, presuntamente estaba encabezado por un ciudadano que identifican como Antonio Porras, informaron distintas redes sociales y medios de comunicación, donde denunciaron lo ocurrido. Explicaron que el hecho se presentó cuando los invasores buscaron intimidar a los obreros de la finca, al momento que estos realizaban labores de mantenimiento a la cerca perimetral.;3.1;;3.1.1;NO
50;267952;EN;http://www.el-nacional.com/noticias/politica/moreno-esta-gestando-golpe-estado-con-ayuda-gobiernos-extranjeros_267952;24/01/2019;2019-01-24T02:29:00-0400;EL NACIONAL;Política;TSJ, Política;Moreno: Se está gestando golpe de Estado con ayuda de gobiernos extranjeros; El presidente del TSJ exhortó a la AN a terminar el desacato y a trabajar en conjunto con ellos ;http://en-cdnmed.agilecontent.com//resources/jpg/7/6/1547136919467.jpg;Maikel Moreno, presidente del Tribunal Supremo de Justicia (TSJ), denunció este jueves que en el país se está \"gestando un golpe de Estado\" con el consentimiento de los gobiernos extranjeros. \"Desconocemos cualquier pretensión de usurpar un cargo de elección popular por vía de hecho para burlar la voluntad democrática y provocar la ruptura del orden constitucional\", dijo Moreno. Indicó que desde el TSJ no permitirán que se \"quiebre la voluntad de los venezolanos\". Exhortó a la Asamblea Nacional a terminar la \"actitud de desacato\" y a incorporarse a trabajar en conjunto. \"Es tiempo de fraternidad y respeto. Nuestras únicas armas son la ley y el derecho. Cúmplanlas, y hablaremos el mismo lenguaje\", pidió el presidente del TSJ a la AN.;CONTEXTO;12;;NO
51;268670;EN;http://www.el-nacional.com/noticias/politica/tsj-aprobo-medidas-cautelares-contra-juan-guaido_268670;29/01/2019;2019-01-29T07:15:00-0400;EL NACIONAL;Política;TSJ, Política;TSJ aprobó medidas cautelares en contra de Juan Guaidó;"El presidente del máximo tribunal ofrecería una rueda de prensa; sin embargo, periodistas de los medios TV Venezuela y Vivo Play fueron retirados del lugar";http://en-cdnmed.agilecontent.com//resources/jpg/7/4/1547208843247.jpg;Magistrados del Tribunal Supremo de Justicia acordaron este martes iniciar una investigación contra Juan Guaidó, presidente interino de Venezuela. El TSJ además acordó la prohibición de salir del país hasta que no culmine la investigación, prohibición de enajenar y grabar bienes de su propiedad y el bloqueo de sus cuentas bancarias. \"Se acordó dar inicio a una investigación preliminar contra el ciudadano Juan Guaidó, y requirió con el propósito de resguardar la integridad del país la imposición de medidas cautelares innominadas\", dijo Maikel Moreno, presidente del TSJ. Durante la rueda de prensa en el máximo tribunal retiraron al personal periodístico de los medios digitales TV Venezuela y Vivo Play, aún se desconocen los motivos.;1.10;CONTEXTO;1.10.1;NO
52;30931;EU;http://www.eluniversal.com/venezuela/30931/trabajadores-de-conferry-exigen-barcos-para-trabajar;19/01/2019;19/01/2019 02:05 pm;ANA CAROLINA ARIAS;venezuela;NO_TIENE;Trabajadores de Conferry exigen barcos para trabajar;Los empleados de la estatal naviera protestaron en el terminal de Punta de Piedras en Margarita. Exigen el cumplimento de los pagos laborales pendientes y barcos para trabajar.;http://mmedia.eluniversal.com/17915/trabajadores-de-conferry-15743.jpg;"Nueva Esparta.- Trabajadores de la naviera estatal Conferry protestaron en el terminal de  ferrys en Punta de Piedras, isla de Margarita. Mairim Jasper, una de las trabajadoras, dijo que exigen el cumplimento de los pagos laborales pendientes y barcos para trabajar. \"La administración del almirante Edglis Herrera Balza ha dejado acumular una cantidad de pasivos laborales, y no entendemos por qué, pues Conferry cobra a los pasajeros extranjeros 50 mil bolívares soberanos ida y vuelta. Desde diciembre han viajado más de 30 mil pasajeros criollos y al menos doce mil vehículos han sido trasladados, eso es plata, por qué entonces no nos pagan\", se preguntan los afectados. Rechazan que el Gobierno haya dejado perder tantos barcos porque eso disminuye la capacidad de la empresa como fuente de trabajo, por lo que exigen una política de rescate de la naviera. Asimismo, dan cuenta que al igual que los trabajadores de otros sectores sus contratos colectivos están vencidos. \"De esta gerencia solo se reciben maltratos. Los salarios los paga el Estado por medio de la Onapre sin las bonificaciones de ley ni primas. Nosotros nos preguntamos a dónde va el dinero que recauda entonces por cuenta de los pasajes\", dijo otro de los trabajadores. Afectación al turismo La falta de barcos de Conferry ha afectado tanto a los trabajadores como a la entidad en general, pues su oferta de traslado no aporta de manera estable al turismo receptivo. En septiembre pasado la empresa debió suspender sus servicios por la salida de operatividad del barco \"Virgen del Valle\", único que se encontraba navegando en ese momento. En noviembre el ministro del Poder Popular para el Transporte, Hipólito Abreu, anunció el restablecimiento de operaciones del referido ferry, pero igual sigue siendo la única nave disponible y su capacidad, 950 personas y 200 carros, es insuficiente para cubrir la demanda posible. Los sectores empresariales turísticos han insistido en la necesidad de trabajar en el tema marítimo entre tierra firme y la isla de Margarita, ya que también la conexión aérea ha disminuido considerablemente y la infraestructura hotelera y de servicios de la entidad está desaprovechándose porque no hay posibilidad de trasladar a la cantidad de turistas que podrían ocuparla. El abastecimiento de productos e insumos hacia Margarita también ha sido una consecuencia de las irregularidades con las que ha trabajado la naviera desde su estatización en el 2011. Los camiones de carga pasan hasta 15 días entre ingresar a la isla y salir, lo cual no hace atractivo el transporte y eleva los costos de los insumos.";2.3;;2.3.4;SI
53;266266;EN;http://www.el-nacional.com/noticias/politica/funcionarios-del-sebin-detuvieron-juan-guaido-caracas-la-guaira_266266;13/01/2019;2019-01-13T11:38:00-0400;El Nacional Web;Política;NO_TIENE;Funcionarios del Sebin detuvieron a Juan Guaidó en la Caracas-La Guaira;El vehículo de Guaidó fue interceptado en el segundo túnel de la autopista Caracas-La Guaira;http://en-cdnmed.agilecontent.com//resources/jpg/5/1/1547329296415.jpg;Funcionarios del Servicio Bolivariano de Inteligencia Nacional (Sebin) detuvieron este domingo en la mañana al presidente de la Asamblea Nacional, Juan Guaidó. Fabiana Rosales, esposa de la máxima autoridad del Parlamento, dio a conocer la información a través de Twitter. La información también ha sido reportada por varios periodistas, quienes aseguran que la detención tuvo lugar cuando el presidente del Parlamento se dirigía al estado Vargas, lugar donde había convocado a un cabildo abierto. Fuentes informaron a El Nacional Web que el vehículo de Guaidó fue interceptado en el segundo túnel de la autopista Caracas-La Guaira.;1.2;CONTEXTO;1.2.1;NO
