;autor;contenido;derecho;fecha;fechaPublicacion;idPeriodico;imagen;palabrasClaves;periodico;seccion;subtitular;titular;url
10;LUIGI RAMIREZ;['En horas de la noche de ayer seis de marzo un grupo de antisociales asesinaron al comisario jefe del Cuerpo de Investigaciones Científicas Penales y Criminalísticas (Cicpc),  del estado Miranda, Fernando Antonio Jiménez, en la carretera Nacional La Raiza, entrada al Manguito de Los  Valles del Tuy.', 'Según fuentes policiales, el hecho ocurrió cuando se encontraba en el operativo de retorno de Carnaval 2019 en esa región.', 'De acuerdo a la versión del portal webxa0Agencia Carabobeña de Noticias (ACN),xa0al comisario general lo emboscaron varios delincuentes, quienes integran la banda delictiva del “Vizcaino”, que opera en dicha zona.xa0Se conoció que en este hecho también resultó herido el detective José Díaz, de quien se desconoce su estado de salud.xa0Por su parte, el Comisario General Douglas Rico, director  del Cicpc expresó sus palabras de condolencia a familiares y amigos ante el hecho,  a través de su redes sociales @douglasricovzla.xa0xa0“Mis palabras no les quitará el dolor y sufrimiento a familiares, amigos y compañeros de trabajo del C/G Fernando Jiménez.”xa0xa0Pero les aseguro que no descansaremos hasta dar con quienes le quitaron la vida. No a la impunidad.”'];1.1;07/03/2019;07/03/2019 01:45 pm;35011;http://mmedia.eluniversal.com/17962/comisario-jimenez-cicpc-19269.jpg;NO_TIENE;EU;sucesos;El funcionario fue identificado como Fernando Jiménez , quien fue asesinado por antisociales cuando se encontraba en medio del operativo de Carnaval en la carretera La Raiza.;Matan a un comisario del Cicpc en el estado Miranda;http://www.eluniversal.com/sucesos/35011/fallece-comisario-del-cicpc-tras-un-enfrentamiento-en-miranda
11;ANA CAROLINA ARIAS;['Nueva Esparta.-xa0La Federación de Trabajadores de Nueva Esparta (Fetraesparta) anunció que junto a sus 21 sindicatos activos se sumará a la agenda que se sigue marcando desde la Asamblea Nacional, cuyas próximas pautas son movilización el sábado 9 de marzo y paros escalonados.', 'El presidente de la central trabajadora,xa0Lorenzo Salazar,  dijo que, “estamos atentos al mensaje de preocupación nacional y prestos al llamado a los trabajadores de sumarnos a un paro escalonado, porque es una acción que siempre ha estado planteada por los propios trabajadores ya que estamos conscientes de la crisis del país”.', 'Reconoció que no será fácil para los trabajadores del sector público acatar la convocatoria a paro, debido a la 'presión y el acoso' que existe en las instituciones dirigidas por el Gobierno Nacional, pero sostuvo, “así como más de 800 funcionarios militares han desistido de apoyar al gobierno por su desapego a la Constitución, también es momento para que los empleados públicos suelten sus amarras, dejen el temor, porque los tiempos están corriendo, Venezuela tiene un gran cambio a la vuelta de la esquina y somos los trabajadores los que debemos estar a la vanguardia de esa transformación, encabezar la recuperación de la dignidad laboral”.', 'Específicamente sobre Nueva Esparta, el dirigente sindical alertó que el principal seguimiento contra los trabajadores se registra en las Alcaldías y empresas de servicio. “Los trabajadores nos llaman para darnos cuenta del acoso que les tienen, pero también nos han dicho que están dispuestos a lucha. En la Alcaldía de Mariño, no solo sufren por la persecución, sino por el desconocimiento de sus derechos contractuales, por eso es el momento de rescatar la Ley de Jubilados y Pensionados que solo espera por el ejecútese”.', 'Llamado a sindicatos bolivarianos', 'Salazar hizo un llamado directo a los sindicatos bolivarianos para que igualmente se sumen a las acciones que buscan frenar el 'deterioro laboral', destacando que como representantes sindicales su función es representar al trabajador por encima de cualquier ideología, y en este caso la lucha es porque se restablezcan las reivindicaciones alcanzadas en los años de lucha gremial.', '“Nueva Esparta no puede ser la excepción, por lo que hacemos un llamado unitario y seguir el ejemplo de los sindicatos afectos al Gobierno que en Caracas ya están sumados a la defensa de los trabajadores”.', 'Lamentó que miles de trabajadores estén 'deambulando' por otros países a consecuencia del cierre de empresas. “De 14 mil industrias en el país quedan poco más de dos mil, y esto ha significado acabar con el sector privado y por ende con el empleo. Esto nos ha puesto a todos en la misma calamidad y solo unidos podremos salir adelante”.', 'El sindicalista informó que desde Fetraesperta estos días estarán trabajando en las propuestas que harán manifiesta el próximo sábado, en la concentración nacional convocada por Juan Guaidó, presidente del Parlamento.'];2.3;07/03/2019;07/03/2019 01:04 pm;35008;http://mmedia.eluniversal.com/17962/fetraesparta-respalda-convocatoria-a-paro-escalonado-19264.jpg;NO_TIENE;EU;politica;El presidente de la central trabajadora, Lorenzo Salazar, hace un llamado a los sindicatos bolivarianos para que defiendan los derechos de los trabajadores por encima de cualquier otro interés;Fetraesparta respalda convocatoria a 'paro escalonado';http://www.eluniversal.com/politica/35008/fetraesparta-respalda-convocatoria-a-paro-escalonado
12;Diario El Universal;['Caracas.- El gobernante Nicolás Maduro designó a Adán Chávez como embajador de Venezuela en Cuba, quien seguirá igualmente como vicepresidente de Asuntos Internacionales del PSUV.', 'La información la publicó el mandatario a través de su cuenta en la red social Twitter.'];2.1;07/03/2019;07/03/2019 12:48 pm;35000;http://mmedia.eluniversal.com/17934/adan-chavez-17176.jpg;NO_TIENE;EU;politica;El dirigente oficialista continuará igualmente como vicepresidente de Asuntos Internacionales del Partido Socialista Unido de Venezuela;Maduro designa a Adán Chávez como embajador de Venezuela en Cuba;http://www.eluniversal.com/politica/35000/maduro-designa-a-adan-chavez-como-embajador-de-venezuela-en-cuba
13;DPA;['HBO da luz verde a la que será la primera serie de Isabel Coixet,', ', cuyo rodaje arrancará este año.', 'La sinopsis oficial de la serie dice: 'El algoritmo de una aplicación para encontrar pareja entre amantes de la gastronomía conecta a los protagonistas de Foodie Love, una chica y un chico que comienzan a conocerse con las dudas propias de quien conserva cicatrices de relaciones anteriores. A lo largo de varias citas tendrán que descubrir si coincidencias como su devoción por el yuzu japonés o su alergia común al postureo foodie son suficientes para construir los cimientos de una historia de amor duradera'.', 'Coixet es la realizadora más aclamada de España. Cosecha un total de siete premios Goya y es responsable de grandes títulos como Mi vida sin mí (Seleccionada en el Festival de Berlín), La vida secreta de las palabras (Seleccionada en el Festival de Venecia), Mapa de los sonidos de Tokio (Seleccionada en el Festival de Cannes) o La librería, ganadora del Goya a la mejor película en 2018.', 'Para la directora, Foodie Love es 'la fusión de dos de mis pasiones: las historias de amor y la comida [...] donde dos personajes se encuentran, se alejan y se reencuentran a través de un peculiar recorrido por cafés, bares, chiringuitos y restaurantes'.', 'Coixet cataloga a sus protagonistas como 'dos seres tímidos, fuertes, a ratos atormentados, a ratos despreocupados, que luchan por entenderse y entregarse el uno al otro'.', 'Producida por Miss Wasabi Films, la serie 'se nutre de todos los lugares en los que he estado, de todas las cosas que he probado. Y de muchas de las cosas que he vivido', reconoce la creadora.'];2.1;07/03/2019;07/03/2019 12:47 pm;35001;http://mmedia.eluniversal.com/17962/isabel-coixet-19252.jpg;NO_TIENE;EU;entretenimiento;La cineasta española mezcla su pasión por las historias de amor y la gastronomía en su nuevo proyecto;Isabel Coixet dirigirá su primera serie para HBO, 'Foodie Love';http://www.eluniversal.com/entretenimiento/35001/isabel-coixet-dirigira-su-primera-serie-foodie-love-para-hbo
14;JOSÉ SILVA;['Caracas.- La Embajada de Alemania en Caracas seguirá en 'funcionamiento pleno' bajo la autoridad dexa0Daniela Vogl, encargada de negocios de ese país europeo, informó este jueves Juan Guaidó, jefe legislativo y juramentado presidente interino de Venezuela.', 'La decisión se da luego de que Berlín llamara a consultas al embajador alemán Daniel Kriener, a quien el Gobierno de Nicolás Maduro declaró ayer persona no grata y le dio 48 horas para que abandonara Venezuela.', 'A través de su cuenta en Twitter, Guaidó señaló que recibió a Kriener en la sede de la Asamblea Nacional (AN) 'a quien le manifestamos nuestro rechazo ante las amenazas del régimen usurpador'.', 'La expulsión de Kriener se produjo luego de que este recibiera a Guaidó el lunes en el Aeropuerto Internacional de Maiquetía, una postura que la Cancillería de la República consideró como 'injerencia' en los asuntos internos de Venezuela.Berlín condenó la expulsión de su embajador y dijo que tal decisión 'agrava' la situación en el país sudamericano. Igualmente, manifestó su reconocimiento a Guaidó.Este jueves, el ministro de Exteriores de Alemania, Heiko Maas, dijo que la presencia de diplomáticos extranjeros en el aeropuerto ayudó a impedir el arresto del jefe del Parlamento, a quien más de 50 países -incluida la propia Alemania- reconocen como presidente encargado.La Unión Europea urgió a Maduro a que reconsiderara la explusión dexa0Kriener.xa0'Lamentamos el hecho de que el embajador alemán en Venezuela se vea obligado a abandonar el país en un contexto político tenso y complejo', sostuvo en rueda de prensa la vocera de la diplomacia europea, Maja Kocijancic.'];1.2;07/03/2019;07/03/2019 12:21 pm;34997;http://mmedia.eluniversal.com/17962/jguaido-19248.jpg;NO_TIENE;EU;politica;El presidente del Parlamento señaló que la embajada alemana en Caracas quedará bajo la autoridad de la encargada de negocios Daniela Vogl, luego de que Berlín llamara a consultas a su embajador;Guaidó: Embajada de Alemania en Venezuela está en 'funcionamiento pleno';http://www.eluniversal.com/politica/34997/guaido-embajada-de-alemania-en-venezuela-esta-en-funcionamiento-pleno
15;AVN;"['Caracas.-El sistema del Tipo de Cambio Complementario Flotante del Mercado (Dicom) cotizó la tasa del euro en 3.734,04 bolívares, informó este jueves el Banco Central de Venezuela (BCV).', 'En cuanto a otras tasas referenciales, la moneda china, el yuan, se ubicó en 461,65 bolívares; el rublo ruso se ubicó en 50,04 bolívares; y la lira turca en 608,48 bolívares.', 'El Dicom cuenta con 625.035 usuarios registrados en su página web www.dicom.gob.ve, 41.918 personas jurídicas y 583.117 personas naturales.', 'La cotización del euro la jornada anterior del día miércoles 6 de marzo, se ubicó en 3.760,58 bolívares, una ligera baja en comparación con la tasa de este jueves (Bs. 3.734,04).']";2.1;07/03/2019;07/03/2019 11:59 am;34994;http://static.eluniversal.com/2018/04/20/euros.jpg;NO_TIENE;EU;economia;"La moneda china, el yuan, se ubicó en 461,65 bolívares; el rublo ruso se ubicó en 50,04 bolívares; y la lira turca en 608,48 bolívares";Euro Dicom se ubicó en 3.734,04 bolívares este jueves;http://www.eluniversal.com/economia/34994/euro-dicom-se-ubico-en-373404-bolivares-este-jueves
16;AVN;['Caracas.-El ministro de Relaciones Exteriores, Jorge Arreaza, llamó a la Unión Europea (UE) a reconsiderar su posición de 'interferencia' en los asuntos internos del país a propósito de la expulsión del embajador alemán del territorio venezolano.', ''Venezuela espera que la Unión Europea recupere el EQUILIBRIO y RECONSIDERE sus posiciones de permanente interferencia en nuestros asuntos internos, su clara alineación con la estrategia de agresión de Washington y su apoyo a los actos inconstitucionales de la oposición extremista' escribió Arreaza en Twitter.', 'Más temprano, la UE lamentóxa0la decisión del Gobierno de Nicolás Maduro de expulsar al embajador alemán del país y dijo esperar que Caracas lo 'reconsidere'.', ''Lamentamos el hecho de que el embajador alemán en Venezuela se vea obligado a abandonar el país en un contexto político tenso y complejo', dijo en rueda de prensa la vocera de la diplomacia europea, Maja Kocijancic.', 'El Gobierno de Maduro ordenó el miércoles al embajador alemán, Daniel Kriener, abandonar el país en 48 horas por 'recurrentes actos de injerencia en los asuntos internos', por su respaldo al líder opositor Juan Guaidó.'];1.2;07/03/2019;07/03/2019 11:48 am;34993;http://mmedia.eluniversal.com/17962/avn-19243.jpg;NO_TIENE;EU;politica;El canciller pidió a la Unión Europea reconsiderar 'sus posiciones de permanente interferencia en nuestros asuntos internos, su clara alineación con la estrategia de agresión de Washington';Arreaza espera que la UE 'recupere el equilibro' con respecto a Venezuela;http://www.eluniversal.com/politica/34993/arreaza-espera-que-la-ue-recupere-el-equilibro-con-respecto-a-venezuela
17;AP;['Lyon, Francia.- El cardenal francés Philippe Barbarin dijo el jueves que presentará su renuncia al papa Francisco tras ser condenado por encubrir a un cura pedófilo.', 'En una breve declaración a la prensa en Lyon, Barbarin dijo que 'he resuelto ir a ver al Santo Padre y ofrecerle mi renuncia'. Dijo que se reunirá con el papa 'en unos días', indicó AP.', 'Barbarin expresó 'compasión' por las presuntas víctimas y dijo que oraba por ellas.', 'Barbarin, la máxima autoridad católica en Francia, fue declarado culpable el jueves de no reportar a la justicia las acusaciones de presuntos abusos sexuales a menores por parte de un sacerdote pedófilo. Las víctimas consideran que la sorpresiva decisión es una victoria para la protección de los niños y una fuerte señal hacia la Iglesia.', 'El tribunal de Lyon sentenció a Barbarin a seis meses de prisión suspendida por no denunciar los hechos en el periodo comprendido entre julio de 2014 y junio de 2015.', 'Las supuestas víctimas del sacerdote Bernard Preynat dijeron que Barbarin y otras autoridades eclesiásticas encubrieron al cura durante años, pero algunas de las acusaciones habían prescrito e incluso las víctimas esperaban que el cardenal fuese absuelto. La fiscalía también se mostró contraria a una condena, alegando que no había motivos para demostrar una infracción legal.', 'Otros cinco acusados fueron absueltos.', 'Barbarin no estuvo presente en el tribunal el jueves pero su abogado, Jean-Felix Luciani, dijo que apelará el fallo.', ''Esta es una decisión que no es justa a nivel jurídico', apuntó Luciani. 'Esperamos que en el proximo nivel se haga justicia'.', 'El Vaticano no respondió de inmediato a una petición de comentarios.', 'Preynat confesó haber abusado de miembros de los Boy Scouts en las décadas de 1970 y 1980 y será juzgado por separado.', 'Nueve personas que dijeron haber sufrido abusos por parte del religioso llevaron el caso contra Barbarin a los tribunales.', ''Esta es una victoria que envía una fuerte señal a muchas víctimas y también a la Iglesia', manifestó François Devaux, presidente de la asociación 'La Parole Liberee', que agrupa a víctimas de Preynat.', ''Vemos que nadie está por encima de la ley. Hemos sido escuchados por el tribunal. Este es el final de un largo camino', agregó.', 'Un abogado que representa a algunas de las supuestas víctimas de Preynat, Yves Sauvayre, calificó el veredicto de 'histórico'.', ''El cardenal está condenado porque no hizo lo que tenía hacer', afirmó.', 'Según las víctimas, altos cargos eclesiásticos estaban al tanto de las acciones del sacerdote desde 1991, pero le permitieron estar en contacto con menores hasta su retirada en 2015.', 'Además de Barbarin, en el banquillo se sentaron un arzobispo, un obispo, un cura y otros dos funcionarios. Otro alto cargo de la Iglesia, el cardenal Luis Ladaria, estaba acusado pero no compareció porque el Vaticano invocó su inmunidad diplomática.'];1.1;07/03/2019;07/03/2019 10:30 am;34988;http://mmedia.eluniversal.com/17962/el-cardenal-frances-philippe-barbarin-durante-el-inicio-de-su-juicio-en-el-tribunal-de-lyon-19241.jpg;NO_TIENE;EU;internacional;En una breve declaración a la prensa en Lyon, el cardenal francés Philippe Barbarin dijo que 'he resuelto ir a ver al Santo Padre y ofrecerle mi renuncia' y que se reunirá con el papa 'en unos días';Renuncia cardenal condenado por encubrir abusos en Francia;http://www.eluniversal.com/internacional/34988/francia-renuncia-cardenal-condenado-por-encubrir-abusos
18;Diario El Universal;['Un tribunal de Miami, Florida, dictó una orden de aprehensión contra el actor, modelo y cantante Fernando Carrillo, por el incumplimiento del pago de la pensión alimentaria de su hijo Ángel Gabriel.', 'Según reseñó el portal de noticiasxa0Infobae, la madre del menor, Margiolis Ramos, aseguró que la estrella de televisión debe 15.000 dólares de manutención, y que no ha querido hacerse responsable de los gastos de su hijo desde iniciaran una querella legal hace cuatro años.', ''En principio él me daba USD 1.200, cuando pusimos la cuestión en la corte, él lo había bajado a USD 600 mientras estaba la decisión de la juez, y él se fue del país y dejó de pagar desde mayo del año pasado', indicó la mujer en el programa de TV Azteca Ventaneando, donde además de no responder a la orden judicial, Carrillo se desentendió por completo del niño, a quien no ve desde hace año y medio.', 'Ramos, quien trabaja como vendedora a través del servicio Uber Eats, señaló que el protagonista de Abigaíl recientemente la invitó a venir a México para llegar a un acuerdo extrajudicial, pero reiteró que no retirará su demanda hasta que se arregle en una corte de Estados Unidos.', 'Por su parte Carrillo, que actualmente vive en México, respondió en el programa Primer Impacto de la cadena Univisión que las acusaciones son totalmente falsas y se ha intentado mediatizar la situación en lo que catalogó como 'parte de show, del rock and roll'.', ''Lamentablemente se ha vuelto mediático no porque lo he querido, y es algo que afecta al niño, por eso me mantengo al margen, siempre estoy para él, pero los tiempos de Dios son perfectos, creo que está creciendo con amor y eso me mantiene tranquilo', dijo el actor, quien además sostuvo que sí mantiene contacto telefónico con su hijo.', 'De momento, Carrillo no podrá pisar territorio estadounidense, pues sería inmediatamente detenido por las autoridades.'];2.1;07/03/2019;07/03/2019 10:21 am;34987;http://mmedia.eluniversal.com/17962/fernando-carrillo-19240.jpg;NO_TIENE;EU;entretenimiento;El protagonista de 'Abigaíl' fue demandado por deber 15.000 dólares de manutención a su hijo;Emiten orden de arresto en EEUU contra el actor Fernando Carrillo;http://www.eluniversal.com/entretenimiento/34987/emiten-orden-de-arresto-en-eeuu-contra-el-actor-fernando-carrillo
19;AFP;['Barcelona, España.-Una mayoría de diputados del Parlamento regional catalán, principalmente independentistas, aprobó este jueves la apertura de una comisión de investigación sobre la monarquía española, convertida desde hace unos meses en objetivo prioritario de las protestas separatistas.', 'La propuesta de resolución, aprobada con 71 votos a favor y 56 en contra, acuerda investigar 'las actividades irregulares o delictivas de personas vinculadas a la Familia Real' aunque, según la oposición, esto sobrepasa las competencias de la cámara regional, destaca AFP.', 'En concreto, la comisión quiere estudiar si el rey Felipe VI presionó a empresas catalanas para que trasladaran su sede social a otras partes de España durante el intento de secesión de 2017 como denunció un diario nacionalista meses atrás y las sospechas de que el rey emérito Juan Carlos I ocultó en el extranjero parte de su patrimonio, así como las supuestas 'estructuras de corrupción' vinculadas a la Casa Real.', 'La oposición sostuvo que las comisiones de investigación del Parlamento regional deben circunscribirse a aquellos ámbitos de su competencia, entre los que no se encuentra la monarquía.', 'Históricamente poco popular en esta región, la Casa Real se ha convertido en objetivo de las protestas de los independentistas, que suelen recibir las visitas del rey Felipe VI a Cataluña con manifestaciones, en ocasiones accidentadas.', 'Principalmente le reprochan su discurso del 3 de octubre de 2017, dos días después del referendo ilegal de autodeterminación, cuando acusó de 'deslealtad' al independentismo y pidió a los poderes estatales 'asegurar el orden constitucional', sin hacer mención a los heridos durante la votación por las cargas policiales.'];3.2;07/03/2019;07/03/2019 10:05 am;34981;http://mmedia.eluniversal.com/17803/diada-cataluna-independentismo-puigdemont-independentistas-6556.jpg;NO_TIENE;EU;internacional;La propuesta de resolución, aprobada con 71 votos a favor y 56 en contra, acuerda investigar 'las actividades irregulares o delictivas de personas vinculadas a la Familia Real';El Parlamento regional catalán quiere investigar la monarquía española;http://www.eluniversal.com/internacional/34981/el-parlamento-regional-catalan-quiere-investigar-la-monarquia-espanola
20;AP;['Berlín.- La presencia de diplomáticos extranjeros en el aeropuerto de Caracas a principios de esta semana ayudó a impedir el arresto del jefe legislativo, Juan Guaidó, dijo el ministro del Exterior alemán, Heiko Maas, este jueves.', 'Señaló que pidió al embajador alemán Daniel Kriener que se sumara a otros enviados en el aeropuerto el lunes. 'Había información de que existían intenciones de arrestar (a Guaidó) allí, y creo que la presencia de varios embajadores ayudó a impedir este arresto'.', 'El miércoles, el Gobierno de Nicolás Maduro anunció que le daba a Kriener 48 para abandonar el país, medida considerada una represalia por el apoyo de Alemania a Guaidó.', 'Maas dijo que 'la decisión del gobierno venezolano, mejor dicho, el régimen de Maduro en Caracas, de expulsar al embajador Kriener como 'persona non grata' no es en absoluto algo comprensible o aceptable para nosotros'.', 'Añadió que Alemania seguirá reconociendo a Guaidó como presidente interino legítimo de Venezuela y lo apoyará en la realización de elecciones.'];1.2;07/03/2019;07/03/2019 09:25 am;34979;http://mmedia.eluniversal.com/17962/ap-19236.jpg;NO_TIENE;EU;politica;El ministro Heiko Maas indicó que le pidió al embajador alémán, Daniel Kriener, que se sumara a otros enviados al aeropuerto porque existía información sobre intenciones de arrestar a Guaidó;Ministro alemán: Presencia de diplomáticos extranjeros impidió el arresto de Guaidó en el aeropuerto;http://www.eluniversal.com/politica/34979/ministro-aleman-presencia-de-embajadores-impidio-el-arresto-de-guaido-en-el-aeropuerto
21;AFP;['Berlín.-El jefe legislativo, Juan Guaidó, reconocido como presidente encargado por más de 50 países, exhortó este jueves a Europa a intensificar las sanciones financieras contra el Gobierno de Nicolás Maduro, al cual desconoce.', 'En declaraciones al diario alemán Spiegel, el parlamentario condenó enérgicamente la decisión del Gobierno de expulsar al embajador alemán en Venezuela, Daniel Kreiner, a quien le pidió que permanezca en el país.', 'Los países europeos 'deben reforzar las sanciones financieras contra el régimen. La comunidad internacional debe impedir que el dinero de los venezolanos sea mal utilizado para asesinar a los opositores y los pueblos autóctonos', declaró Guaidó al diario Spiegel.', ''Venezuela vive bajo una dictadura y esa manera de proceder constituye una amenaza para Alemania. Maduro ocupa ilegalmente la presidencia', acotó.', 'Maduro 'no tiene legitimidad para declarar indeseable a un embajador', dijo Guaidó, que agradeció a Alemania por la ayuda humanitaria. nn'El régimen no solo amenaza verbalmente al embajador, sino también a su integridad física', agregó el presidente del Parlamento.', 'El embajador alemán Daniel Kriener fue declarado persona non grata por el Gobierno de Maduro que lo acusa de 'injerencia en los asuntos internos' de Venezuela.', 'Alemania condenó la expulsión que considera 'incomprensible' y 'agrava la situación y no contribuye a la distensión'.'];1.2;07/03/2019;07/03/2019 09:10 am;34978;http://mmedia.eluniversal.com/17949/bjj-18356.jpg;NO_TIENE;EU;politica;El presidente del Parlamento dijo que la comunidad internacional debe impedir que el dinero de los venezolanos sea 'mal utilizado para asesinar a los opositores y los pueblos autóctonos';Guaidó exhorta a Europa a intensificar las sanciones contra Maduro;http://www.eluniversal.com/politica/34978/guaido-exhorta-a-europa-a-intensificar-las-sanciones-contra-maduro
22;Diario El Universal;['Dos funcionarios de Policía de Chacao (Polichacao), uno activo y otro retirado, fueron asesinados ayer en horasxa0 de la tarde presuntamente en manos de oficiales de las Fuerzas de Acciones Especiales (Faes) de la Policía Nacional en un hecho registrado en Guarenas la denuncia la confirmó el alcalde de Chacao, Gustavo Duque a través de su cuenta en twitter.', 'Según el informe policial de las Faes, Alexander Eligio Duarte y Fernando Lira fueron ultimados durante un 'enfrentamiento armado para la liberación de un cautivo'.', 'Sin embargo, el alcalde de Chacao exigió que se investigue este hecho.'];1.1;07/03/2019;07/03/2019 08:43 am;34977;http://mmedia.eluniversal.com/17962/polichacao-19235.jpg;NO_TIENE;EU;sucesos;El alcalde Gustavo Duque exigió justicia ante este hecho.Las víctimas fueron Alexander Eligio Duarte (Polichacao activo) y Fernando Lira, exfuncionario de este organismo policial.;Denuncian que efectivos de las Faes asesinaron a dos polichacao;http://www.eluniversal.com/sucesos/34977/denuncian-que-agentes-de-las-faes-asesinaron-a-dos-polichacao
23;Diario El Universal;"['El presidente de la Federación Nacional de Trabajadores del Sector Público (Fentrasep), Franklin Rondón, expresó este miércoles el rechazo de la agrupación que representa al anuncio del diputado Juan Guaidó, de promover 'paros escalonados' entre los trabajadores de la administración pública.', 'Ayer, después de una larga reunión en la sede del Metro de Caracas, en La Hoyada, Rondón desconoció a Guaidó como 'presidente encargado' y a su vez anunció que representantes de las distintas áreas de la administración pública rechazan el llamado a paro y que  presentes en el encuentro, decidieron, muy contrariamente al llamado a Guaidó, en primer lugar, llamar a la unidad del sector laboral para hacer frente a las amenazas de la oposición; constituirse en cada sindicato en 'comandos' en defensa del funcionamiento de las distintas dependencias gubernamentales, con el fin de garantizar el mejor funcionamiento de los servicios que en ellos se presten; y, en tercer lugar, advertir que 'si tumban a Maduro, si van a ver una verdadera huelga', porque, según sostuvo, el grupo de la oposición que encabeza Guaidó 'no representa a la clase trabajadora' del país.', 'El pasado lunes, dirigentes laborales del sector público se reunieron con Guaidó, quien anunció a que a  petición de los propios trabajadores se daría inicio a una serie de paros en esa área.']";2.3;07/03/2019;07/03/2019 05:30 am;34965;http://www.minci.gob.ve/wp-content/uploads/2014/05/centralbolivariana3ht13449623843-990x742.jpg;NO_TIENE;EU;politica;El presidente de la Federación Nacional de Trabajadores del Sector Público (Fentrasep), Franklin Rondón informó que se estarán conformando 'Los Comandos de Defensas de las Instituciones Públicas';Federación de Trabajadores públicos rechaza ir a paralizaciones;http://www.eluniversal.com/politica/34965/federacion-de-trabajadores-publicos-rechazan-ir-a-paralizaciones
24;DICK TORRES;['Caracas.-xa0En 5.395.536.286% esa es la inflación acumulada durante los seis años de gobierno del presidente Nicolás Maduro, según cálculos del diputado Elías Matta.', 'El parlamentario cerró este miércoles el debate de la Asamblea Nacional (AN) sobre “la acelerada crisis económica y sus efectos en la población” provocada por la administración de Maduro.', 'Matta, presidente de la Comisión de Energía y Minas, expresó que ante esos indicadores  económicos “no existe ningún salario que pueda soportar semejante presión inflacionaria”.', 'Observó que durante 20 años de gobierno socialista se han producido 46 aumentos de salarios, 26 de los cuales han sido dictados por la administración de Maduro, de quien refirió anuncia otro incremento salarial, “pero para qué han servido esos aumentos, sino se ataca la hiperinflación”, reclamó.', 'Recordó que en 2013, Maduro juró ante la AN que su gobierno daría un giro en materia de control de cambio y en el tema petrolero entre otros compromisos, pero “lo que hizo fue profundizar la crisis económica venezolana”.', 'Comentó que de acuerdo a los datos aportados por la Comisión de Finanzas de la AN, la inflación en Venezuela crece diariamente 3,5%.', 'El parlamentario comparó esa cifra con los índices de inflación en Ecuador donde anualmente su crecimiento se ubica en 0,37%.', '“Y en Bolivia, uno de los aliados de Maduro, la inflación anual es de 1,52%, mientras que en _Venezuela la inflación crece, cada 24 horas 3,5%”, dijo.', 'Según el diputado, no se puede entender cómo un país que depende del 95% de sus ingresos petroleros, su principal industria “sea hoy un desastre”.', 'Hizo referencia a un informe reciente de la Organización de países Exportadores de Petróleo (OPEP), según el cual Venezuela dejó de percibir 32.432 millones de dólares por la caída de su producción estimada en 1.7 millones de barriles diarios al precio de 54 dólares.', 'En cuanto al Producto Interno Bruto (PIB) expresó que ha sufrido una caída del 56%.', '“En el tema del crecimiento económico durante estos últimos seis años de gobierno se ha perdido, no porque el país haya sufrido una catástrofe natural o una guerra como en Siria, sino por las malas políticas de un gobierno ineficiente e incapaz”, agregó.', 'Matta afirmó que durante el lapso 2016 - 2019 el país tuvo ingresos por 917.491 millones de dólares, según datos oficiales del Banco Central de Venezuela (BCV) “que fueron desaprovechados debido a que el Gobierno multiplicó por seis la deuda pública”, agregó.', 'Denunció que el Fondo para el Desarrollo Nacional (Fonden), entidad creada por el Gobierno en 2005 para invertir los ingresos producto de las exportaciones del petróleo, no existe informe sobre los recursos que ha recibido por el orden de los 143.573 millones de dólares.', 'Plan País', 'Matta dijo que la oposición y el equipo económico de Juan Guaidó han propuesto como solución a la crisis el “Plan País”, con el objetivo de reactivar la industria petrolera y derrotar la inflación.', 'Durante el debate parlamentario, intervino inicialmente el diputado José Guerra quien expresó que  el tema económico es altamente sensible para el pueblo venezolano que está “arruinado por los efectos destructivo de la hiperinflación”.', 'A su juicio el salario mínimo en Venezuela es 5,45 dólares al mes, “el más bajo del planeta”.', 'Por su parte, el diputado Carlos Prosperi dijo que un ciudadano estadounidense gana diariamente entre 9 a 12 dólares que equivalen a menos de un salario mensual para un trabajador de venezolano.', 'dicktorres@gmail.com'];2.3;07/03/2019;07/03/2019 05:30 am;34968;http://mmedia.eluniversal.com/17962/elias-matta-19229.jpg;NO_TIENE;EU;economia;El diputado Elías Matta dijo que ningún salario puede soportar la hiperinflación;Registran en más de 5.000.000% inflación durante seis años en Venezuela;http://www.eluniversal.com/economia/34968/registran-en-5-millardos-inflacion-durante-seis-anos
