;autor;contenido;derecho;fecha;fechaPublicacion;idPeriodico;imagen;palabrasClaves;periodico;seccion;subtitular;titular;url
10;Diario El Universal;['Dos funcionarios de Policía de Chacao (Polichacao), uno activo y otro retirado, fueron asesinados ayer en horasxa0 de la tarde presuntamente en manos de oficiales de las Fuerzas de Acciones Especiales (Faes) de la Policía Nacional en un hecho registrado en Guarenas la denuncia la confirmó el alcalde de Chacao, Gustavo Duque a través de su cuenta en twitter.', 'Según el informe policial de las Faes, Alexander Eligio Duarte y Fernando Lira fueron ultimados durante un 'enfrentamiento armado para la liberación de un cautivo'.', 'Sin embargo, el alcalde de Chacao exigió que se investigue este hecho.'];1.1;07/03/2019;07/03/2019 08:43 am;34977;http://mmedia.eluniversal.com/17962/polichacao-19235.jpg;NO_TIENE;EU;sucesos;El alcalde Gustavo Duque exigió justicia ante este hecho.Las víctimas fueron Alexander Eligio Duarte (Polichacao activo) y Fernando Lira, exfuncionario de este organismo policial.;Denuncian que efectivos de las Faes asesinaron a dos polichacao;http://www.eluniversal.com/sucesos/34977/denuncian-que-agentes-de-las-faes-asesinaron-a-dos-polichacao
11;YAZMÍN ANTÍA;['El gobierno de Nicolás Maduro declaró este miércoles persona 'non grata' al embajador de Alemania, Martín Kriener, por supuestas actividades injerencistas y le otorgó 48 horas para abandonar el país.', 'En el Twitter del ministro de Relaciones Exteriores, Jorge Arreaza, se lee el comunicado de la Cancillería, donde afirman que la decisión obedece a los 'recurrentes actos de injerencia en los asuntos internos del país' por parte del diplomático, tras presentarse, el pasado lunes, a recibir en el Aeropuerto de Maiquetía a Juan Guaidó, reconocido como presidente interino por más de 50 países, entre ellos, Alemania.', 'En el terminal aéreo cercano a Caracas, a la llegada de Guaidó, Kreiner estaba acompañado de representantes diplomáticos de varios países, incluso suramericanos, pero por el momento se tomó esta decisión sólo contra el embajador alemán, destaca la nota de la agencia AFP.', 'El Ministerio de Relaciones Exteriores señaló  que es 'inaceptable que un representante diplomático extranjero ejerza en su territorio un rol público más propio de un dirigente político en clara alineación a la agenda' de la oposición venezolana.', 'Igualmente indican que no aceptaran intromisiones de extranjeros en 'asuntos de competencia exclusiva' de venezolanos.', 'En respuesta, el ministro de Exteriores alemán, Heiko Maas, decidió llamar 'a consultas' a su embajador en Venezuela, Daniel Kriener.xa0'Es una decisión incomprensible que agrava la situación y no contribuye a la distensión', expresa un breve comunicado del ministro compartido por las redes sociales.', 'En la nota diplomática, el ministro alemán de Asuntos Exteriores apuntó que 'nuestro apoyo, el apoyo de Europa, a Juan Guaidó se mantiene intacto. El embajador Kreiner ha hecho un excelente trabajo en Caracas, en particular en los últimos días', afirmó.', 'Una amenaza', 'Por su parte, el jefe legislativo, Juan Guaidó, expresó que la decisión oficial contra el diplomático Kriener, debe ser tomada 'como una amenaza'.', 'Posteó que 'el Embajador de la República de Alemania en Venezuela, Daniel Kriener, cuenta con nuestro total respaldo y reconocimiento'. Habló de su absoluto compromiso con nuestra democracia, su respeto a nuestra constitución y su solidaridad.', ''venezuela no es una amenaza'', 'La cancillería de la República expresó este miércoles el rechazo del Gobierno nacional a la anunciada extensión por parte del presidente estadounidense, Donald Trump, de la orden ejecutiva suscrita por el jefe del Ejecutivo de EEUU, Barack Obama, en marzo de 2015, en la que se declaraba a Venezuela como 'amenaza inusual y extraordinaria para la seguridad nacional y la política exterior de Estados Unidos'. A través de un comunicado, califican como paradójico que después de amenazar  al pueblo venezolano con una intervención militar, afirmando continuamente que 'todas las opciones están sobre la mesa', el gobierno de EEUU pretenda hacer creer que se siente amenazado por Venezuela.', 'Se indica en dicho documento que 'para la inmensa mayoría de los países del mundo resulta inconcebible que la primera potencia militar del planeta, que no desaprovecha la menor oportunidad para violar el derecho internacional y que hace uso de la fuerza en beneficio de sus propios intereses, pretenda calificar a Venezuela de 'amenaza'.'];1.2;07/03/2019;07/03/2019 05:30 am;34964;https://ichef.bbci.co.uk/news/660/cpsprodpb/8169/production/_105892133_gettyimages-1125869266-1.jpg;NO_TIENE;EU;politica;Canciller alemán consideró 'incomprensible' la medida;Gobierno expulsó al embajador de Alemania;http://www.eluniversal.com/politica/34964/gobierno-expulso-al-embajador-de-alemania
12;DICK TORRES;['Caracas.-xa0En 5.395.536.286% esa es la inflación acumulada durante los seis años de gobierno del presidente Nicolás Maduro, según cálculos del diputado Elías Matta.', 'El parlamentario cerró este miércoles el debate de la Asamblea Nacional (AN) sobre “la acelerada crisis económica y sus efectos en la población” provocada por la administración de Maduro.', 'Matta, presidente de la Comisión de Energía y Minas, expresó que ante esos indicadores  económicos “no existe ningún salario que pueda soportar semejante presión inflacionaria”.', 'Observó que durante 20 años de gobierno socialista se han producido 46 aumentos de salarios, 26 de los cuales han sido dictados por la administración de Maduro, de quien refirió anuncia otro incremento salarial, “pero para qué han servido esos aumentos, sino se ataca la hiperinflación”, reclamó.', 'Recordó que en 2013, Maduro juró ante la AN que su gobierno daría un giro en materia de control de cambio y en el tema petrolero entre otros compromisos, pero “lo que hizo fue profundizar la crisis económica venezolana”.', 'Comentó que de acuerdo a los datos aportados por la Comisión de Finanzas de la AN, la inflación en Venezuela crece diariamente 3,5%.', 'El parlamentario comparó esa cifra con los índices de inflación en Ecuador donde anualmente su crecimiento se ubica en 0,37%.', '“Y en Bolivia, uno de los aliados de Maduro, la inflación anual es de 1,52%, mientras que en _Venezuela la inflación crece, cada 24 horas 3,5%”, dijo.', 'Según el diputado, no se puede entender cómo un país que depende del 95% de sus ingresos petroleros, su principal industria “sea hoy un desastre”.', 'Hizo referencia a un informe reciente de la Organización de países Exportadores de Petróleo (OPEP), según el cual Venezuela dejó de percibir 32.432 millones de dólares por la caída de su producción estimada en 1.7 millones de barriles diarios al precio de 54 dólares.', 'En cuanto al Producto Interno Bruto (PIB) expresó que ha sufrido una caída del 56%.', '“En el tema del crecimiento económico durante estos últimos seis años de gobierno se ha perdido, no porque el país haya sufrido una catástrofe natural o una guerra como en Siria, sino por las malas políticas de un gobierno ineficiente e incapaz”, agregó.', 'Matta afirmó que durante el lapso 2016 - 2019 el país tuvo ingresos por 917.491 millones de dólares, según datos oficiales del Banco Central de Venezuela (BCV) “que fueron desaprovechados debido a que el Gobierno multiplicó por seis la deuda pública”, agregó.', 'Denunció que el Fondo para el Desarrollo Nacional (Fonden), entidad creada por el Gobierno en 2005 para invertir los ingresos producto de las exportaciones del petróleo, no existe informe sobre los recursos que ha recibido por el orden de los 143.573 millones de dólares.', 'Plan País', 'Matta dijo que la oposición y el equipo económico de Juan Guaidó han propuesto como solución a la crisis el “Plan País”, con el objetivo de reactivar la industria petrolera y derrotar la inflación.', 'Durante el debate parlamentario, intervino inicialmente el diputado José Guerra quien expresó que  el tema económico es altamente sensible para el pueblo venezolano que está “arruinado por los efectos destructivo de la hiperinflación”.', 'A su juicio el salario mínimo en Venezuela es 5,45 dólares al mes, “el más bajo del planeta”.', 'Por su parte, el diputado Carlos Prosperi dijo que un ciudadano estadounidense gana diariamente entre 9 a 12 dólares que equivalen a menos de un salario mensual para un trabajador de venezolano.', 'dicktorres@gmail.com'];2.3;07/03/2019;07/03/2019 05:30 am;34968;http://mmedia.eluniversal.com/17962/elias-matta-19229.jpg;NO_TIENE;EU;economia;El diputado Elías Matta dijo que ningún salario puede soportar la hiperinflación;Registran en más de 5.000.000% inflación durante seis años en Venezuela;http://www.eluniversal.com/economia/34968/registran-en-5-millardos-inflacion-durante-seis-anos
13;GABRIEL SAYAGO;"['La diputada Gladys Guaipo, presidenta de la Comisión Permanente de Pueblos Indígenas, confirmó 'la muerte de cuatro pemones y tres criollos' en  Santa Elena de Uairén y manifestó que la investigación señalará a los responsables.', 'La parlamentaria participó en el debate de la Asamblea Nacional de este miércoles sobre la 'masacre de la etnia pemón' cometida supuestamente por efectivos de seguridad.', ''No tengo palabras para describir lo que presenciamos en el pueblo pemón, mi alma está herida como están heridos los corazones de los venezolanos, los indígenas fuimos los primeros habitantes del país', añadió la parlamentaria quien pidió que la Asamblea Nacional  nombre una comisión mixta para investigar la situación que se produjo a finales de febrero.', 'Guaipo se refirió a los hechos ocurridos en las fronteras con Colombia y Brasil para que ingresara la ayuda humanitaria. A su vez, desmintió a personas quienes acusaron a Andrés Velázquez, dirigente del partido La Causa R; y a los diputados Américo De Grazia y Luis Silva por los hechos violentos en Santa Elena de Uairén.', ''Los colectivos estaban uniformados, los pemones nos decían que había hasta presos en la arremetida, en la masacre, atacados solo por pensar distinto y procurar que ingresara la ayuda humanitaria porque se están muriendo de hambre', explicó la diputada en referencia a los hechos ocurridos de los días 22 y 23 de febrero.', 'El diputado Américo De Grazia, condenó que Nicolás Maduro condecorara al comandante de la ZODI en el estado Bolívar, mayor general de división Alberto Bermúdez, por haber reprimido las protestas de Santa Elena de Uairén.', 'Asimismo, cuestionó la persecución del alcalde de la Gran Sabana. 'El alcalde Emilio González, de la Gran Sabana, tiene orden de captura, y están preparando su destitución' dijo.', 'Queremos justicia ahora y también cuando se logre el cese de la usurpación', aseveró De Grazia en su intervención.nEn otro sentido, el presidente de la Asamblea Nacional, Juan Guaidó hizo balance sobre la gira realizada  por varios países de Latinoamérica y destacó que conversó con los mandatarios sobre diversos temas.', 'Igualmente el presidente de la AN, hizo el anuncio de que podría atender 'oportunamente', la invitación que le hiciera el Parlamento Europeo en la voz de su presidente, para asistir a una conferencia.', 'Exigen apertura de frontera', 'Este miércoles previo a la Sesión Ordinaria de la Asamblea Nacional (AN), la diputada por el estado Táchira Karim Vera, exigió ante los medios de comunicación la re-apertura de las zonas fronterizas entre Venezuela y Colombia. Asimismo, denunció que el cierre del tránsito hacia Colombia se ha vuelto un negocio lucrativo para funcionarios públicos.', ''El día de hoy los niños de la ciudad de Ureña, acudieron nuevamente a los puentes internacionales a exigirles a la GNB, a la policía del Estado, a pedirle que les permitan el paso. Este cierre de frontera ha sido represivo, pero se ha convertido en un negocio para los servidores públicos activos' explicó Vera en rueda de prensa.', 'Por otra parte, el diputado Miguel Pizarró anunció que la Asamblea Nacional está trabajando en un Programa de Emergencia Social para la estabilizacIón económica. El parlamentario informó que la misma 'pretende garantizar asistencia escolar, atender a las poblaciones más vulnerables, generar empleos y crear las políticas públicas necesarias para que todos tengan la oportunidad de desarrollarse'.']";3.2;07/03/2019;07/03/2019 05:30 am;34959;http://efectococuyo.com/wp-content/uploads/2019/03/1066x600xAN.jpg.pagespeed.ic.Ek-l_CWAol.webp;NO_TIENE;EU;politica;Una comisión mixta por la Asamblea Nacional elaborará informe para señalar a responsables;Asamblea Nacional pide investigar muerte de indígenas pemones;http://www.eluniversal.com/politica/34959/asamblea-nacional-pide-investigar-muerte-de-indigenas-pemones
14;AFP;"['Washington.- Los esfuerzos del presidente estadounidense, Donald Trump, por equilibrar los intercambios entre su país y el resto del mundo no surtieron efecto y el déficit comercial alcanzó en 2018 su máximo en 10 años.', 'Trump no pudo impedir el flujo cada vez mayor de importaciones de China, México y la Unión Europea (UE), a pesar de los aranceles adicionales que impuso a los bienes procedentes del extranjero, indicó AFP.El déficit de los bienes y servicios se situó en 621.000 millones de dólares (+12,5%) con exportaciones récord de 2,5 billones de dólares (+6,3%) e importaciones también históricas de 3,121 billones de dólares (+7,5%), según los datos revelados este miércoles por el departamento de Comercio.Estados Unidos tuvo niveles de importaciones récord con 60 países; empezando con China (539.500 millones de dólares), México (346.500 millones de dólares y Alemania (125.900 millones de dólares), dice el informe.Dejando a un lado el excedente en los intercambios de servicios (+270,2%), el déficit comercial en bienes sería de 891.300 millones de dólares, un récord absoluto.El déficit comercial estadounidense prosiguió su fuerte ascenso a pesar de la guerra comercial que la administración Trump declaró a sus principales socios, especialmente China.Washington y Pekin se impusieron mutuamente aranceles a productos que totalizan 360.000 millones de dólares. Aún así, el déficit de Estados Unidos con China se expandió a 419.000 millones de dólares; en un nuevo récord.En las últimas semanas, Trump ha señalado que Estados Unidos está cerca de cerrar su guerra comercial con China pero se conocen pocos datos concretos sobre eso.El déficit con la Unión Europea también llegó a una cifra récord: 169.300 millones de dólares mientras que con México aumentó a 81.500 millones de dólares.Estados Unidos logró superávits con Reino Unido y países de América del Sur y Centroamérica.A pesar de las medidas proteccionistas de Trump, la Casa Blanca debe lidiar con el apetito insaciable de la población por los bienes de consumo de bajo costo, procedentes del extranjero.El alza del déficit comercial no tiene por qué ser una mala noticia, ya que suele reflejar una economía en plena expansión: en 2018, el crecimiento del Producto Interior Bruto (PIB) del país rozó el 3%.Pero los expertos coinciden en que el incremento del PIB estadounidense se frenará a medida que se reduzcan medidas de estímulo económico como la gran reducción de impuestos aprobadas por el gobierno.En busca de un acuerdo con ChinaEsos datos se publican mientras Washington y Pekín negocian la firma de un acuerdo para poner fin a su disputa. El objetivo de Estados Unidos es obtener cambios estructurales en prácticas comerciales de China que considera desleales, como las subvenciones estatales, la transferencia de tecnología impuesta por el gigante asiático o el robo de propiedad intelectual.El ministro chino de Comercio, Zhong Shan, dijo el martes que las conversaciones comerciales estaban siendo 'muy difíciles' a pesar de los avances en algunos apartados, unas declaraciones similares a las que había hecho la semana pasada el representante estadounidense en las negociaciones, Robert Lighthizer.Estados Unidos también está pendiente de su relación comercial con la UE. Este miércoles, la comisaria europea de Comercio, Cecilia Malmström, se reúne con Lighthizer para proseguir el trabajo previo a unas negociaciones.La UE está bajo presión ya que Trump se plantea imponer aranceles adicionales al sector automotor, una industria clave especialmente para Alemania.El presidente estadounidense, que criticó duramente a Alemania en el pasado, recibió el 20 de febrero un informe de su ministerio de Comercio sobre la industria automotora, cuyo contenido no se ha revelado.'Si no encontramos un acuerdo (comercial con la UE), impondremos aranceles' a los coches, amenazó Trump pocos días después.']";2.1;07/03/2019;07/03/2019 05:30 am;34920;http://mmedia.eluniversal.com/17810/brett-kavanaugh-7189.jpg;NO_TIENE;EU;internacional;Los esfuerzos del presidente estadounidense, Donald Trump, por equilibrar los intercambios entre su país y el resto del mundo no surtieron efecto y el déficit comercial alcanzó en 2018;EEUU tuvo en 2018 su mayor déficit comercial en 10 años pese a los aranceles;http://www.eluniversal.com/internacional/34920/eeuu-tuvo-en-2018-su-mayor-deficit-comercial-en-10-anos-pese-a-los-aranceles
15;YOSELIN GONZÁLEZ;"['Michelle Bachelet, la Alta Comisionada de los Derechos Humanos de la Organización de las Naciones Unidas (ONU), informó que enviará a una misión que trabaja para su oficina a visitar Venezuela el 10 de marzo para realizar una evaluación sobre la situación en el país, reseñó el portal web El Libero.', 'Detallan que el equipo estará integrado por cinco personas que permanecerán aproximadamente diez días, con la intención de visitar Caracas, Valencia, Barquisimeto y posiblemente Puerto Ordaz. Luego levantarán un informe sobre si existen las condiciones para un viaje de Bachelet.', 'Esperan verificar la existencia de una emergencia humanitaria compleja, abordar temas referidos a salud, alimentación, libertad de expresión, conflictividad social, vulneración de los derechos laborales y violación sistemática a los derechos humanos. Por esta razón se reunirán con la organización de la sociedad civil, víctimas y también con representantes de instituciones gubernamentales.  Se prevé que estén en el país hasta el 22 de marzo.', 'Dos personas de la sede en Ginebra, un oficial de la Oficina Regional para América del Sur del Alto Comisionado de Naciones Unidas para los Derechos Humanos (ACNUDH), con sede en Santiago de Chile, y otra persona de la sede en Panamá; además de un oficial de seguridad de las Naciones Unidas son los integrantes que conforman el grupo que visitará el Estado venezolano.', 'Por su parte, Bachelet indicó en un video posteado en su cuenta de Twitter que cuando la invitan a un país, se asegura de que puede desempeñar su papel como debería. 'Que puedo ir y hablar con todo el mundo, de otro modo, sería inútil' dijo ante el Consejo de los Derechos Humanos de la ONU.', 'Explicó que sería un 'fracaso' de su función si al visitar el país no puede reunirse con quien necesite. 'Tengo que estar segura de que puedo realizar un informe completo, no uno sesgado' subrayó.', 'Además sostuvo que continuarán monitoreando la situación desde Panamá, en donde tienen un mandato del Consejo de los Derechos Humanos de la ONU, de igual forma, retomarán en profundidad la situación venezolana el próximo 20 de marzo, en presencia de la Alta Comisionada.', 'Presión internacional', 'En su alocución, Bachelet argumentó que la crisis política, económica y social por la que atraviesa Venezuela ha sido 'exacerbada por sanciones' internacionales. La situación del país 'ilustra claramente la manera en la que las violaciones de los derechos civiles y políticos -incluida la no defensa de las libertades fundamentales y la independencia de las instituciones clave- pueden acentuar un declive de los derechos económicos y sociales' agregó.', 'Asimismo, que esto demuestra que el rápido deterioro de esas condiciones económicas y sociales genera un mayor número de protestas, 'una represión aún más grande y a nuevas violaciones de los derechos civiles y políticos'.', 'A su juicio, esta todas esta situación se ha agravado por la presión internacional y que 'la actual crisis política, económica, social e institucional resultante es alarmante'.', 'El pasado 27 de febrero, durante un encuentro con la Ata Comisionada, el canciller Jorge Arreaza, reiteró la invitación oficial hecha en varias oportunidades por el mandatario Nicolás Maduro para recibirla en Venezuela.', 'Rusia critica sanciones', 'Por otra parte, el gobierno euroasiático considera que el endurecimiento de sanciones financieras por parte del gobierno estadounidense contra Venezuela, no facilitarán “una salida” a la situación económica que vive la nación.', 'Alexander Schetinin, director del Departamento de América Latina del Ministerio de Asuntos Exteriores de Rusia, dijo a Sputnik que “El recrudecimiento de la asfixia económica y financiera a la que recurre Estados Unidos, de ninguna manera, contribuirá a atenuar la situación en la que se encuentran la economía venezolana y la esfera social debido a esas sanciones”.', 'Además señaló que la ayuda humanitaria que EEUU intenta ingresar a territorio venezolano 'no compensará los daños causados por las sanciones estadounidenses'. Apuntó que la misma debería 'despolitizada, imparcial y neutral', así como contribuir a mejorar la calidad de vida de los ciudadanos y no a conseguir “intereses mezquinos” de diferentes sectores políticos de la nación.', 'Rusia, es uno de los aliados del gobierno de Nicolás Maduro y en varias oportunidades ha rechazado las sanciones impuestas y las “acciones injerencistas” por parte de Norteamérica.']";1.2;07/03/2019;07/03/2019 05:30 am;34957;https://img.elcomercio.pe/files/ec_article_videogalleria/uploads/2019/03/06/5c801b87ec685.jpeg;NO_TIENE;EU;politica;El Consejo de los Derechos Humanos de la ONU retomará discusión sobre la situación en el país el 20 de marzo en la ONU con la presencia de la alta comisionada Michelle Bachelet;Una misión de la oficina de Bachelet visitará Venezuela;http://www.eluniversal.com/politica/34957/una-mision-de-la-oficina-de-bachelet-visitara-venezuela
16;BENJAMIN TRIPIER;"['Por definición, nunca he creído en que el Estado pueda ser empresario. Pero si se insiste en hacerlo (pese a años de fracasos), habría que hacer algunos cambios, considerando que lo que es bueno para el Gobierno, no puede ser malo para la empresa; y viceversa:', '■Reconocer que si se le induce toda la carga de control y fiscalización estatal, o bien la saca de mercado, o bien la obliga a tener pérdidas.', '■Hay que sacarlas de la esfera de los ministerios o entes tutelares o de adscripción', '■Una empresa pública debe poder quebrar; y solo permitir reposición de capital cuando las condiciones de rentabilidad y nicho de mercado a mediano plazo, lo aconsejen.', '■Debe asegurarse que los nombramientos, a todos los niveles, sean basados en un esquema de carrera por mérito y resultados, y que los más altos cargos se decidan por capacidad y trayectoria gerencial.', '■Debe haber una separación formal entre la generación de políticas sectoriales y la gerencia de la empresa. Esto es que la actividad se regula en su conjunto, y las empresas, las públicas y las privadas, las cumplen.', '■Deben independizarse las juntas directivas con respecto a la acción de Gobierno.', '■Es difícil que coexistan empresas privadas y públicas en un mismo mercado, porque si a la pública no le interesa la rentabilidad, entonces su mecanismo de toma de decisiones será distinto y creará distorsiones que en definitiva comprometerán la calidad del producto o servicio, y a la larga su continuidad.', '■Si queremos un futuro mejor, atraer inversión extranjera y sin corrupción, no podemos seguir mezclando ámbitos. Esta confusión nos ha traído a este desastre en el que estamos viviendo hoy.', 'Noticias Destacadas', '■Cerca del 90% de la población quiere y pide a gritos un cambio', '■NMM: “Los Carnavales Felices 2019 han sido un éxito total”', '■Detención de Guaidó quedó en el limbo por las divisiones del chavismo', '■Maduro condecora a militares que impidieron el ingreso de la ayuda humanitaria', '■Trabajadores del Metro de Caracas, Corpoelec, Pdvsa, la Cancillería, el CNE entre otras instituciones gubernamentales, se reunieron con JG', '■Brexit puede causar problemas con Irlanda', 'Lo que no es noticia (y debería serlo)', '■Que la política interna se está decidiendo afuera…de lado y lado (ya no será posible que la solución venga de adentro)', '■Ni que ignorar a JG, le quita al gobierno la necesidad de dar explicaciones incómodas, y a él le da capacidad de maniobra para seguir avanzando sobre lo que el chavismo llama ”espacios imaginarios”', '■Que el chavismo se mueve en una realidad virtual donde hay “carnavales felices”: la gente muere en los hospitales y come de la basura', '■Tampoco que las empresas van a tener que mantener (o crear, las que no las tienen) burbujas internas de bienestar para mantener la concentración de sus trabajadores, y darles todo el apoyo familiar posible…sin por eso olvidar el entorno. La RSE es más importante que nunca.', '@btripier', 'btripier@ntn-consultores.com', 'www.ntn-consultores.com']";2.1;07/03/2019;07/03/2019 05:30 am;34973;http://mmedia.eluniversal.com/17950/benjamin-tripier-18457.jpg;NO_TIENE;EU;economia;El Estado empresario;Vitrina Venezuela;http://www.eluniversal.com/economia/34973/vitrina-venezuela
17;MAGALY PEREZ;['Caracas.-Con la recuperación de Pdvsa no se busca privatizar la industria petrolera, lo que se pretende es recuperarla y llevarla a ser una empresa competitiva.', 'Quien así lo manifestó fue el secretario general de la Federación Unitaria de Trabajadores del Petróleo, Gas, sus Similares y Derivados de Venezuela, Iván Freites.', 'Indicó que hay que “modernizar Pdvsa y hacerla entrar al siglo 21 con relaciones laborales modernas, con leyes verdaderas y con seguridad social”.', 'Señaló el sindicalista que para recuperar la industria petrolera, lo primero que hay que rescatar es el salario de los trabajadores y garantizarles la restitución de sus derechos.', 'Indicó Freites que esto forma parte del plan para la recuperación de Pdvsa y que entre las medidas destacan la apertura de  la Industria petrolera nacional con capital nacional e inversión extranjera.', 'Asimismo señaló el sindicalista petrolero que “es necesario que Pdvsa vuelva a sus funciones regulares que son: exploración, producción, refinación y comercialización porque de lo contrario perderemos nuestra principal industria”, dijo.', 'Explicó Freites que para que Pdvsa vuelva estar a la par de todas las empresas petroleras del mundo tenemos que hacerla una empresa competitiva, con trabajadores bien remunerados, con sus derechos restablecidos y “que a través de créditos y financiamientos,  retomemos lo que fue esta nuestra principal industria”.', 'Todos estos aspectos están contenidos dentro de los 16 puntos estratégicos para la recuperación de Pdvsa, presentados al “presidente encargado” de Venezuela Juan Guaidó, señaló.', 'El representante sindical enfatizó que “Nosotros responsablemente le decimos al país que vamos a recuperar nuestra principal industria”.nnIndicó que a partir de allí se apalancará toda la productividad nacional, como es la electricidad, el gas, la agroindustria, la manufactura y la construcción entre otros sectores.', '“Todo ello nos llevará a que en el menor tiempo posible nosotros tengamos otra Venezuela”, puntualizó Freites.', 'Situación petrolera', 'En relación a la situación actual del sector petrolero el sindicalista destacó que solo la refinería de Amuay y Cardón están funcionando a medias.', 'Señaló que “Amuay produce 70 mil barriles de 650 mil (que es su capacidad instalada) y Cardón produce 30 mil de 310 mil, es decir, 950 mil barriles que debería tener el Centro Refinador Paraguaná, de resto, las demás están paralizadas”.', 'Puntualizó Freites que “Venezuela no está produciendo ni un litro de gasolina y dependemos de las importaciones”, alertó.', 'En relación a una posible huelga general aseguró  que la única “salida” para un cambio político-social en el país, es a través de este mecanismo, explicó que los paros generales son progresivos, se van sumando todos los sectores hasta llegar a actividades estratégicas.', 'Indicó que la huelga se iniciará de forma escalonada, como  fue propuesta en la reunión sostenida con el presidente de la Asamblea Nacional Juan Guaidó, para analizar la situación a nivel de los sindicatos de los trabajadores de distintos sectores.', 'Freites señaló que la huelga arrancará por sector y se irán  sumando otras áreas del país hasta llegar a una huelga general en todo el país, la cual es con fines políticos, para exigir la restitución del marco legal de la constitución ”finalizó.'];2.1;07/03/2019;07/03/2019 05:30 am;34923;http://mmedia.eluniversal.com/17961/trabajadores-petroleros-descartan-privatizar-pdvsa-19196.jpg;NO_TIENE;EU;economia;Todos estos aspectos están contenidos dentro 16 puntos estratégicos;Trabajadores petroleros descartan privatizar Pdvsa;http://www.eluniversal.com/economia/34923/trabajadores-petroleros-descartan-privatizar-pdvsa
18;Diario El Universal;"['El presidente de la Federación Nacional de Trabajadores del Sector Público (Fentrasep), Franklin Rondón, expresó este miércoles el rechazo de la agrupación que representa al anuncio del diputado Juan Guaidó, de promover 'paros escalonados' entre los trabajadores de la administración pública.', 'Ayer, después de una larga reunión en la sede del Metro de Caracas, en La Hoyada, Rondón desconoció a Guaidó como 'presidente encargado' y a su vez anunció que representantes de las distintas áreas de la administración pública rechazan el llamado a paro y que  presentes en el encuentro, decidieron, muy contrariamente al llamado a Guaidó, en primer lugar, llamar a la unidad del sector laboral para hacer frente a las amenazas de la oposición; constituirse en cada sindicato en 'comandos' en defensa del funcionamiento de las distintas dependencias gubernamentales, con el fin de garantizar el mejor funcionamiento de los servicios que en ellos se presten; y, en tercer lugar, advertir que 'si tumban a Maduro, si van a ver una verdadera huelga', porque, según sostuvo, el grupo de la oposición que encabeza Guaidó 'no representa a la clase trabajadora' del país.', 'El pasado lunes, dirigentes laborales del sector público se reunieron con Guaidó, quien anunció a que a  petición de los propios trabajadores se daría inicio a una serie de paros en esa área.']";2.3;07/03/2019;07/03/2019 05:30 am;34965;http://www.minci.gob.ve/wp-content/uploads/2014/05/centralbolivariana3ht13449623843-990x742.jpg;NO_TIENE;EU;politica;El presidente de la Federación Nacional de Trabajadores del Sector Público (Fentrasep), Franklin Rondón informó que se estarán conformando 'Los Comandos de Defensas de las Instituciones Públicas';Federación de Trabajadores públicos rechaza ir a paralizaciones;http://www.eluniversal.com/politica/34965/federacion-de-trabajadores-publicos-rechazan-ir-a-paralizaciones
19;Diario El Universal;['Mike Pence, vicepresidente de Estados Unidos reveló que el departamento de Estado anunciará que 'revocará 77 visas a muchos funcionarios del régimen de Nicolás Maduro y sus familias', reseñó AFP.', ''Continuaremos haciendo rendir cuentas al régimen de Maduro hasta que la libertad se restablezca en Venezuela', dijo Pence en un discurso en Washington ante la denominada 'Coalición Latina'.', 'No dijo cuándo se concretará la acción, pero se sumaría a la anunciada la semana pasada, cuando Estados Unidos le revocó las visas a otros 49 funcionarios chavistas.n'', 'Estados Unidos ha impuesto restricciones de visa a personas responsables de socavar la democracia de Venezuela. Estamos aplicando esta política a numerosos funcionarios alineados con Maduro y sus familias. El 28 de febrero revocamos las visas de 49 personas', afirmó la semana pasada Robert Palladino, vocero del Departamento de Estado.', 'Este miércoles, también, el asesor de seguridad nacional, John Bolton, advirtió que las instituciones financieras extranjeras que participen 'en transacciones ilegítimas que beneficien a la dictadura de Maduro y su red corrupta enfrentarán sanciones'. Explicó que el objetivo es endurecer el control sobre los medios financieros de Maduro, que 'necesita para mantenerse en el poder'.'];2.1;07/03/2019;07/03/2019 05:30 am;34966;http://www.revistaelcongreso.com/wp-content/uploads/2019/03/EE.UU-anuncia-nuevas-sanciones.png;NO_TIENE;EU;politica;Mike Pence, vicepresidente de Estados Unidos reveló que el departamento de Estado hace una semana fueron sancionados otros 49 funcionarios del gobierno;EEUU revocará visas a '77 allegados a Nicolás Maduro';http://www.eluniversal.com/politica/34966/eeuu-revocara-visas-a-77-allegados-a-nicolas-maduro
